bimodal,ideal,passComp,sample,avg
0,0,1,20,45
0,0,1,0,30
1,0,1,70,79
1,0,0,23,37
1,0,1,24,34
1,0,1,32,42
0,0,1,20,35
0,0,1,30,40
0,0,1,20,30
1,0,1,26,50
1,0,1,35,48
0,0,1,28,60
0,0,0,55,60
1,0,1,30,30
1,0,1,35,47
0,0,1,25,35
0,0,1,30,45
1,0,1,27,35
0,0,1,27,51
1,0,1,35,45
0,0,1,23,30
0,0,0,73,50
0,0,1,25,45
0,0,0,5,20
0,0,1,33,40
0,0,1,22,35
0,0,1,27,35
1,0,0,24,34
1,0,1,24,54
1,0,0,41,100
0,0,1,47,25
0,0,1,26,50
0,0,1,45,45
1,0,1,30,40
0,0,1,65,40
0,0,1,15,30
0,0,1,20,45
1,0,1,74,50
1,0,1,14,30
0,0,1,30,60
1,0,1,3,5
0,0,0,41,90
1,0,1,30,36
0,0,1,15,42
1,0,1,32,35
0,0,1,50,38
0,0,1,45,45
1,0,0,34,60
1,0,1,30,40
0,0,1,63,50
1,0,1,25,40
0,0,1,30,37
0,0,1,20,45
0,0,1,60,40
0,0,0,27,38
1,0,1,25,45
1,0,0,75,25
0,0,1,20,34
0,0,0,20,35
0,0,1,35,40
1,0,0,40,35
1,0,1,5,25
1,0,0,45,80
1,0,0,73,50
1,0,1,42,35
1,0,1,30,50
1,0,0,80,70
0,0,0,72,36
1,0,1,30,50
1,0,1,26,48
1,0,1,30,45
1,0,0,20,15
1,0,1,29,35
1,0,1,35,38
1,0,1,77,37
1,0,1,27,35
0,0,0,45,4
0,0,1,21,45
1,0,0,24,35
0,0,1,60,42
0,0,1,3,3
0,0,0,34,32
1,0,0,34,55
1,0,1,35,37
1,0,0,72,80
1,0,0,20,30
0,0,1,55,50
1,0,1,76,45
0,0,1,17,36
0,0,1,30,43
0,0,1,36,42
0,0,1,41,43
0,0,1,27,45
1,0,0,35,50
0,0,1,40,50
0,0,0,30,42
1,0,1,32,50
0,0,1,25,41
0,0,1,41,30
0,0,1,27,36
0,0,1,40,40
1,0,1,30,45
1,0,1,76,60
1,0,0,30,40
1,0,1,35,35
1,0,1,32,60
1,0,1,27,42
0,0,1,27,35
0,0,1,27,40
0,0,1,15,38
0,0,1,20,40
0,0,1,26,40
1,0,1,30,50
1,0,1,29,45
1,0,1,25,38
0,0,1,27,40
1,0,1,29,52
0,0,1,25,45
0,0,1,15,75
0,0,1,28,42
0,0,1,15,40
1,0,1,33,49
0,0,1,25,34
0,0,1,25,50
0,0,1,47,30
1,0,1,24,40
1,0,1,77,50
0,0,1,35,40
1,0,1,24,45
0,0,1,30,45
0,0,1,25,45
0,0,1,30,30
0,0,1,30,45
0,0,1,35,40
1,0,1,35,35
1,0,1,29,36
1,0,1,34,38
1,0,1,24,50
1,0,1,32,50
1,0,1,25,45
0,0,1,27,35
0,0,1,23,30
1,0,1,30,32
1,0,1,30,50
0,0,1,35,40
0,0,1,30,30
1,0,1,32,40
0,0,0,25,35
0,0,1,35,35
0,0,1,45,45
0,0,1,24,55
0,0,1,32,45
0,0,1,24,45
0,0,1,33,35
0,0,1,25,40
1,0,0,2,70
1,0,1,33,55
1,0,1,24,37
0,0,1,30,45
0,0,1,27,50
1,0,1,20,50
0,0,1,50,50
0,0,1,46,46
1,0,1,34,35
1,0,1,60,45
0,0,1,21,40
1,0,1,25,37
0,0,1,27,58
0,0,1,64,45
0,0,1,29,37
0,0,1,27,45
1,0,1,30,45
0,0,0,37,45
1,0,0,35,55
1,0,1,77,60
1,0,1,30,45
1,0,1,30,50
0,0,1,20,55
1,0,0,24,37
0,0,0,49,49
1,0,1,20,55
1,0,1,36,45
0,0,0,5,55
1,0,1,29,45
1,0,0,24,39
1,0,1,10,60
0,0,1,47,48
1,0,1,1,10
0,0,1,20,40
0,0,0,78,48
0,0,1,32,43
1,0,0,10,70
1,0,1,30,40
1,0,1,26,47
0,0,1,5,40
0,0,1,24,45
0,0,0,59,59
1,0,1,32,28
1,0,1,35,56
1,0,1,24,50
1,0,1,23,65
0,0,1,30,30
1,0,1,50,5
1,0,1,30,38
0,0,0,15,35
0,0,1,20,35
0,0,1,21,42
1,0,1,32,55
1,0,1,24,36
0,0,1,48,49
1,0,1,29,40
1,0,1,30,50
1,0,1,32,44
0,0,1,10,45
0,0,1,35,55
0,0,1,40,50
0,0,1,23,33
1,0,0,70,10
1,0,1,35,56
0,0,1,25,50
0,0,1,20,45
1,0,1,21,39
0,0,1,68,34
1,0,1,40,55
1,0,1,31,45
0,0,1,32,40
1,0,1,29,40
0,0,1,20,40
1,0,1,35,45
0,0,1,35,47
1,0,1,26,44
1,0,1,14,44
1,0,1,76,75
1,0,1,83,55
1,0,1,29,55
0,0,1,25,35
0,0,1,25,40
1,0,0,24,50
0,0,1,20,35
1,0,1,24,35
1,0,0,20,5
0,0,1,27,40
1,0,1,35,45
0,0,1,25,45
1,0,1,35,44
1,0,1,29,35
1,0,1,34,45
0,0,1,28,46
1,0,1,10,10
0,0,0,34,25
0,0,0,35,45
1,0,1,24,40
0,0,1,48,46
0,0,1,15,38
0,0,1,45,80
0,0,0,37,49
0,0,1,2,30
1,0,0,29,60
0,0,1,35,30
0,0,0,66,68
0,0,0,64,42
1,0,1,26,40
0,1,1,40,45
0,1,1,46,50
0,1,1,65,40
0,1,1,40,40
1,1,1,74,34
1,1,0,78,60
1,1,0,45,30
1,1,1,73,55
0,1,1,77,40
1,1,1,72,50
0,1,1,53,62
0,1,1,50,30
0,1,0,34,40
1,1,1,80,45
0,1,0,70,40
1,1,1,77,65
0,1,1,70,50
1,1,0,80,70
0,1,1,50,45
1,1,0,70,55
0,1,1,64,45
1,1,1,45,50
1,1,0,77,50
1,1,1,37,50
0,1,0,58,41
1,1,1,31,40
0,1,1,43,34
1,1,1,60,50
1,1,1,80,40
1,1,1,75,55
1,1,1,80,50
1,1,1,72,71
0,1,1,70,45
1,1,1,75,50
0,1,1,36,42
1,1,0,70,57
0,1,1,71,48
0,1,1,70,40
0,1,1,35,40
1,1,0,72,70
1,1,1,40,40
0,1,1,60,50
1,1,0,36,46
0,1,1,28,40
1,1,1,75,35
0,1,1,60,45
0,1,1,45,42
1,1,1,80,68
0,1,1,60,60
0,1,1,67,48
1,1,0,44,39
1,1,1,77,40
1,1,0,77,70
1,1,1,70,50
1,1,1,80,50
0,1,1,48,45
0,1,0,69,58
1,1,1,60,40
0,1,0,62,45
0,1,1,48,50
0,1,1,74,65
1,1,1,65,45
1,1,0,60,50
0,1,1,58,60
1,1,0,70,50
0,1,1,66,45
0,1,1,55,40
1,1,1,34,45
0,1,0,60,40
0,1,1,60,40
0,1,1,65,35
0,1,1,69,44
1,1,0,88,60
1,1,1,76,65
1,1,1,75,60
0,1,0,45,40
0,1,0,60,40
0,1,1,58,45
0,1,0,75,43
1,1,1,80,50
1,1,0,70,35
0,1,1,73,53
0,1,1,69,48
1,1,1,77,45
1,1,1,74,50
0,1,1,70,30
1,1,1,74,50
0,1,1,66,60
1,1,0,81,77
0,1,1,70,45
1,1,1,33,50
0,1,1,77,45
0,1,0,83,60
0,1,1,63,45
0,1,1,70,40
1,1,1,75,65
1,1,0,76,65
0,1,0,40,45
0,1,0,35,43
0,1,1,47,45
1,1,1,74,55
0,1,1,60,40
0,1,1,60,45
0,1,1,66,35
1,1,1,75,45
1,1,1,75,45
0,1,1,59,47
0,1,1,70,50
1,1,1,74,46
1,1,1,75,50
1,1,1,71,65
0,1,1,73,50
1,1,1,80,60
1,1,1,35,45
1,1,1,75,55
1,1,0,84,40
1,1,1,75,65
0,1,1,64,47
1,1,1,35,55
0,1,1,70,60
1,1,1,77,45
1,1,0,40,40
0,1,0,60,40
0,1,1,52,40
0,1,1,75,44
0,1,1,45,42
0,1,1,69,55
1,1,1,70,30
0,1,0,50,40
0,1,1,50,45
1,1,1,76,60
0,1,1,75,50
0,1,1,64,38
0,1,0,23,31
0,1,1,70,45
1,1,0,60,30
1,1,1,84,65
0,1,1,48,50
0,1,1,45,50
0,1,0,77,74
1,1,1,74,45
1,1,1,84,40
1,1,1,80,70
1,1,1,77,65
1,1,0,38,45
1,1,1,77,60
1,1,1,70,60
1,1,1,20,5
1,1,0,30,45
0,1,1,38,45
0,1,1,58,50
1,1,1,45,50
0,1,1,65,60
1,1,1,72,30
1,1,1,75,60
1,1,1,75,45
1,1,1,7,5
1,1,1,77,70
0,1,0,8,20
0,1,1,77,50
0,1,1,65,42
0,1,1,63,52
1,1,1,88,40
1,1,0,75,45
0,1,0,60,40
0,1,1,60,45
0,1,1,67,45
1,1,0,79,60
0,1,1,83,48
1,1,0,32,28
0,1,1,77,45
0,1,1,60,45
0,1,1,55,40
0,1,1,10,35
0,1,1,60,50
0,1,0,90,30
0,1,1,75,47
1,1,1,75,45
1,1,0,78,41
1,1,1,78,40
0,1,1,74,45
0,1,1,55,48
1,1,0,28,60
0,1,0,40,35
1,1,1,71,50
0,1,1,28,60
0,1,1,31,21
1,1,1,75,50
1,1,0,28,60
1,1,1,74,60
1,1,0,20,30
1,1,1,70,50
1,1,1,80,70
1,1,1,39,39
1,1,0,34,33
0,1,1,35,45
1,1,1,75,50
1,1,1,74,52
0,1,1,75,40
0,1,1,43,35
1,1,1,80,50
0,1,1,52,45
0,1,0,83,48
0,1,1,70,44
1,1,1,70,60
1,1,1,75,47
0,1,1,55,45
1,1,0,76,36
0,1,0,42,45
1,1,1,80,80
1,1,1,3,2
1,1,1,75,55
0,1,1,90,40
1,1,1,71,72
0,1,1,65,55
0,1,1,29,6
1,1,0,35,5
1,1,1,76,50
1,1,1,75,40
1,1,1,30,50
1,1,1,77,60
0,1,0,20,55
0,1,0,66,60
1,1,1,74,65
1,1,0,32,15
0,1,1,80,45
1,1,1,88,56
1,1,1,33,90
0,1,1,70,52
1,1,0,15,15
1,1,1,77,58
0,1,1,55,45
0,1,1,60,50
0,1,1,80,50
0,1,1,55,45
0,1,0,63,40
1,1,1,77,52
0,1,1,60,45
0,1,1,75,46
0,1,1,40,45
1,1,1,41,41
0,1,1,50,45
1,1,1,70,54
1,1,0,30,55
1,1,1,77,50
0,1,1,65,50
0,1,0,20,40
0,1,0,23,48
0,1,1,75,55
0,1,1,65,48
0,1,1,75,45
1,1,0,79,40
0,1,1,25,39
1,1,1,75,60
1,1,1,78,66
1,1,1,75,40
1,1,1,75,50
0,1,0,50,60
1,1,1,77,55
0,1,1,63,50
1,1,0,15,25
0,1,0,83,50
1,1,0,84,56
1,1,1,70,55
1,1,1,84,57
1,1,0,80,45
1,1,0,70,48
0,1,1,55,45
0,1,1,60,45
0,1,1,56,58
1,1,0,35,59
1,1,1,80,65
0,1,1,81,40
0,1,1,60,40
1,1,1,34,60
1,1,1,73,50
0,1,1,70,40
1,1,1,73,45
1,1,1,77,60
0,1,0,69,60
1,1,0,77,61
1,1,1,75,60
1,1,1,72,55
0,1,1,60,45
0,1,1,83,51
0,1,1,60,40
0,1,1,69,40
1,1,1,60,50
1,1,1,70,55
0,1,0,59,41
0,1,1,48,30
1,1,0,10,50
1,1,1,74,45
1,1,1,74,50
0,1,0,60,30
0,1,1,70,50
1,1,1,80,60
1,1,1,77,50
0,1,1,70,47
1,1,1,28,42
1,1,1,73,45
0,1,1,71,50
1,1,1,88,55
1,1,1,37,40
0,1,1,60,45
0,1,1,45,45
0,1,1,65,55
1,1,1,30,50
0,1,0,70,70
0,1,1,30,35
1,1,1,80,70
1,1,1,75,50
0,1,0,70,45
0,1,1,50,45
0,1,1,25,45
1,1,1,75,50
0,1,0,65,50
1,1,1,77,60
1,1,1,78,45
0,1,0,15,35
1,1,1,50,55
0,1,1,60,40
0,1,1,55,50
1,1,1,75,40
1,1,1,76,50
0,1,0,45,31
0,1,1,60,44
0,1,1,60,36
1,1,0,8,30
0,1,0,40,40
0,1,1,49,50
0,1,1,55,48
0,1,0,58,50
1,1,1,74,45
1,1,0,74,60
1,1,1,78,56
0,1,1,60,50
0,1,1,55,50
0,1,0,64,40
1,1,1,70,60
1,1,1,73,40
0,1,1,65,53
0,1,1,77,46
1,1,0,2,20
0,1,1,60,48
1,1,1,55,53
1,1,1,74,47
1,1,0,60,55
1,1,0,73,50
1,1,1,77,45
1,1,1,77,70
0,1,1,60,51
1,1,1,37,50
0,1,1,77,40
0,1,1,70,40
1,1,0,34,65
1,1,1,72,70
0,1,0,11,12
1,1,1,84,39
0,1,0,63,42
0,1,1,30,30
1,1,1,71,56
1,1,1,41,50
1,1,1,75,55
0,1,1,60,47
1,1,1,60,45
0,1,1,63,55
1,1,0,60,55
0,1,1,37,45
0,1,0,60,45
0,1,1,45,50
0,1,0,70,54
0,1,1,44,45
1,1,1,84,75
1,1,1,35,45
0,1,0,50,20
1,1,0,75,55
1,1,1,70,40
0,1,1,45,45
1,1,1,34,40
1,1,0,62,60
1,1,0,80,50
0,1,1,58,58
1,1,1,69,70
1,1,1,70,70
1,1,0,45,40
1,1,1,73,54
1,1,0,65,58
1,1,1,43,50
0,1,1,63,40
1,1,1,75,50
0,1,1,41,60
1,1,0,73,41
1,1,1,70,50
1,2,1,38,45
1,2,0,34,55
0,2,1,50,42
0,2,1,50,49
1,2,1,79,65
1,2,1,35,41
0,2,1,47,40
1,2,1,45,50
0,2,1,48,42
0,2,1,48,44
1,2,0,75,55
0,2,0,15,25
1,2,1,28,30
1,2,1,35,40
0,2,0,48,40
1,2,1,37,45
1,2,1,38,45
1,2,0,37,15
1,2,1,41,50
0,2,1,53,40
0,2,0,50,48
1,2,1,37,40
0,2,1,50,40
1,2,0,72,36
1,2,0,70,20
0,2,0,72,36
1,2,0,72,36
0,2,0,30,30
0,2,1,48,40
0,2,1,51,45
0,2,1,50,50
0,2,1,53,45
0,2,1,47,40
0,2,1,50,44
1,2,1,45,60
1,2,1,75,40
0,2,1,45,56
1,2,1,46,60
1,2,1,35,60
1,2,1,45,40
1,2,1,44,55
0,2,1,46,46
0,2,0,50,50
1,2,1,44,50
0,2,1,51,40
0,2,1,44,46
1,2,1,45,50
0,2,1,33,43
1,2,1,41,45
1,2,1,45,30
1,2,1,47,35
1,2,1,60,50
0,2,1,37,40
0,2,1,48,40
1,2,1,40,50
0,2,1,50,45
1,2,0,45,40
1,2,0,20,30
1,2,1,45,60
1,2,1,37,37
1,2,1,35,35
1,2,1,42,56
0,2,1,38,45
1,2,1,37,35
1,2,1,42,65
1,2,1,45,60
1,2,1,73,32
0,2,1,41,60
1,2,1,45,35
1,2,1,37,55
0,2,1,52,50
0,2,1,51,40
0,2,1,48,60
0,2,1,48,49
0,2,1,66,30
1,2,1,38,60
1,2,1,79,40
0,2,1,70,40
1,2,1,45,40
1,2,1,44,60
0,2,1,47,42
0,2,1,48,40
1,2,0,30,55
1,2,1,50,34
0,2,1,50,50
0,2,1,45,45
0,2,1,50,44
0,2,1,60,45
0,2,0,49,51
0,2,1,45,40
1,2,1,45,40
1,2,1,37,65
1,2,1,45,55
0,2,1,52,40
1,2,1,45,40
1,2,1,73,60
0,2,1,50,55
1,2,1,50,50
1,2,0,38,40
0,2,1,68,65
1,2,1,50,50
0,2,1,50,40
1,2,1,42,51
1,2,0,75,55
0,2,0,51,45
1,2,1,40,36
1,2,1,39,45
0,2,1,42,50
0,2,1,48,50
1,2,0,77,70
1,2,0,38,40
1,2,1,38,55
1,2,1,45,52
1,2,1,45,45
0,2,1,50,50
1,2,1,32,35
1,2,1,37,72
0,2,1,15,40
1,2,1,38,36
1,2,1,42,53
0,2,1,53,40
0,2,1,50,45
1,2,1,38,38
1,2,1,39,50
0,2,1,50,43
1,2,0,34,74
1,2,1,76,46
1,2,1,45,60
1,2,1,44,37
1,2,1,41,35
0,2,1,45,47
1,2,0,77,45
0,2,1,50,45
1,2,1,45,50
0,2,1,72,41
1,2,1,37,45
0,2,1,55,90
1,2,1,30,50
1,2,1,36,52
1,2,1,35,55
0,2,1,34,72
0,2,1,33,30
0,2,1,52,50
1,2,1,35,30
1,2,1,46,50
1,2,1,41,53
1,2,0,41,62
0,2,0,58,45
1,2,0,28,60
1,2,1,39,43
1,2,0,72,36
1,2,1,70,40
1,2,1,39,44
0,2,1,52,50
0,2,1,50,45
1,2,1,39,48
0,2,0,55,36
1,2,1,44,35
1,2,1,48,32
1,2,0,28,60
1,2,1,33,50
1,2,1,29,50
0,2,1,28,60
1,2,1,45,37
0,2,1,48,50
1,2,0,5,52
0,2,1,28,60
1,2,1,37,37
1,2,1,40,50
1,2,1,44,44
1,2,1,35,40
1,2,0,41,50
1,2,1,37,60
1,2,1,38,72
0,2,1,50,40
0,2,0,28,60
1,2,1,45,35
1,2,0,3,5
0,2,0,5,12
0,2,1,53,60
1,2,1,71,60
0,2,0,45,50
1,2,1,55,45
0,2,1,47,52
1,2,1,27,40
0,2,1,46,58
1,2,0,15,30
1,2,1,37,45
1,2,1,5,6
1,2,1,44,35
1,2,0,39,40
0,2,0,10,35
0,2,0,20,25
0,2,1,49,38
1,2,0,78,4
0,2,0,45,45
1,2,1,45,60
1,2,1,40,55
0,2,0,5,5
0,2,0,23,6
0,2,0,41,47
0,2,1,50,45
0,2,1,55,30
0,2,0,6,3
1,2,1,50,50
0,2,1,50,40
0,2,1,48,41
1,2,1,25,35
1,2,1,39,5
0,2,1,48,45
1,2,0,72,72
1,2,0,58,80
0,2,1,45,35
1,2,1,31,35
0,2,0,76,36
0,2,1,48,42
0,2,1,50,40
0,2,0,30,35
1,2,1,40,60
0,2,0,49,94
0,2,1,50,40
1,2,1,43,35
0,2,0,34,78
1,2,0,37,37
1,2,1,40,50
1,2,0,50,56
0,2,1,50,40
1,2,1,36,36
0,2,1,40,40
0,2,0,45,34
1,2,1,34,34
1,2,1,38,55
1,2,1,78,24
1,2,0,100,5
0,2,0,100,5
0,2,1,50,42
1,2,1,45,40
1,2,0,42,40
1,2,1,45,35
0,2,1,48,49
1,2,1,77,80
0,2,1,55,40
0,2,0,20,21
1,2,1,45,50
1,2,1,45,44
1,2,1,45,40
1,2,1,45,35
1,2,1,40,45
0,2,1,47,40
0,2,1,48,55
1,2,1,45,60
0,2,1,53,45
1,2,1,35,30
1,2,1,45,45
0,2,1,50,50
0,2,1,53,43
0,2,1,50,44
1,2,1,34,42
1,2,1,45,36
0,2,1,40,36
1,2,1,30,35
0,2,1,50,50
0,2,1,41,50
0,2,1,48,50
0,2,1,49,48
0,2,1,45,40
0,2,1,49,42
1,2,1,40,30
1,2,1,44,60
1,2,1,50,55
0,2,1,50,55
1,2,0,32,38
1,2,0,74,38
1,2,1,70,50
1,2,0,41,32
0,2,1,49,45
1,2,1,30,40
1,2,0,39,40
1,2,1,37,30
0,2,1,48,59
1,2,1,45,60
0,2,1,49,55
0,2,1,50,45
1,2,1,45,48
0,2,1,48,50
1,2,1,50,65
1,2,0,35,80
1,2,1,45,50
0,2,1,52,50
1,2,1,35,33
0,2,1,47,33
0,2,1,48,40
1,2,1,40,30
0,2,1,51,37
1,2,1,45,40
1,2,0,35,36
1,2,1,35,45
0,2,0,55,45
1,2,1,35,70
0,2,0,27,33
0,2,1,50,50
1,2,1,45,40
1,2,1,35,45
1,2,1,45,60
1,2,1,40,48
0,2,1,60,50
0,2,1,47,42
1,2,1,72,50
0,2,1,40,45
0,2,0,36,40
1,2,1,32,60
1,2,1,70,70
1,2,1,45,40
0,2,0,48,40
0,2,0,49,49
1,2,1,45,45
1,2,1,45,45
1,2,1,32,51
1,2,1,50,50
1,2,1,40,30
0,2,1,59,30
0,2,1,55,42
1,2,0,39,46
1,2,1,38,35
0,2,1,60,50
0,2,1,46,51
0,2,1,36,40
1,2,1,30,45
0,2,1,46,50
1,2,0,30,35
0,2,1,48,41
1,2,1,50,70
0,2,0,28,60
1,2,1,32,36
1,2,0,35,20
0,2,1,60,35
0,2,1,50,50
1,2,1,41,37
1,2,1,30,23
1,2,1,45,36
1,2,1,31,40
0,2,1,50,40
0,2,0,40,50
0,2,1,50,35
0,2,1,42,40
0,2,1,48,35
1,2,1,50,48
0,2,1,52,42
0,2,1,58,59
0,2,1,50,40
0,2,1,49,41
0,2,1,48,49
0,2,1,28,45
1,2,1,30,35
0,2,0,0,20
1,2,1,35,72
1,2,1,41,49
0,2,0,23,47
0,2,1,50,40
1,2,1,76,40
0,2,1,48,45
0,2,1,50,48
1,2,1,45,40
0,2,1,48,50
1,2,1,40,60
0,2,1,46,40
1,2,1,31,35
0,2,1,52,45
0,2,1,37,35
1,2,1,35,38
0,2,1,48,40
0,2,1,55,45
0,2,1,40,50
0,2,1,50,40
1,2,1,45,50
0,2,1,47,50
1,2,0,38,38
0,2,1,45,55
1,2,1,45,60
0,2,0,35,45
0,2,1,48,45
0,2,1,50,45
0,2,1,50,40
0,2,1,50,52
0,2,1,45,50
1,2,1,45,37
0,2,1,48,45
1,2,0,45,40
0,2,1,46,50
0,2,1,20,1
0,2,0,15,15
1,2,1,74,50
1,2,0,3,4
1,2,1,28,30
0,2,1,48,40
0,2,0,27,35
1,2,1,36,48
0,2,1,50,50
1,2,1,41,50
0,2,1,48,50
1,2,1,34,31
