wid,outcome,evaluation,cat_id,scenario,control,order,considered,evaluation_z,abs_eval,abs_eval_z,accessibility
w01057a8,dolphin,6,ANIMALS,animals (intimate),high,NA,FALSE,0.9117486265341291,6,0.5780543018759997,0.031578947368421054
w01057a8,polar bear,6,ANIMALS,animals (intimate),high,NA,FALSE,0.9117486265341291,6,0.5780543018759997,0.05263157894736842
w01057a8,frog,-3,ANIMALS,animals (intimate),high,NA,FALSE,-0.8624649169917439,3,-0.3557257242313846,0.031578947368421054
w01057a8,bird,-3,ANIMALS,animals (intimate),high,NA,FALSE,-0.8624649169917439,3,-0.3557257242313846,0.042105263157894736
w01057a8,flamingo,0,ANIMALS,animals (intimate),high,NA,FALSE,-0.27106040248311947,0,-1.2895057503387688,0.06315789473684211
w01057a8,kangaroo,0,ANIMALS,animals (intimate),high,NA,FALSE,-0.27106040248311947,0,-1.2895057503387688,0.05263157894736842
w01057a8,tiger,2,ANIMALS,animals (intimate),high,NA,FALSE,0.1232092738559634,2,-0.666985732933846,0.5789473684210527
w01057a8,sea lion,6,ANIMALS,animals (intimate),high,NA,FALSE,0.9117486265341291,6,0.5780543018759997,0.021052631578947368
w01057a8,ostrich,1,ANIMALS,animals (intimate),high,NA,FALSE,-0.07392556431357804,1,-0.9782457416363075,0.042105263157894736
w01057a8,panda,3,ANIMALS,animals (intimate),high,NA,FALSE,0.32034411202550483,3,-0.3557257242313846,0.14736842105263157
w01057a8,otter,5,ANIMALS,animals (intimate),high,NA,FALSE,0.7146137883645878,5,0.26679429317353826,0.021052631578947368
w01057a8,hippo,3,ANIMALS,animals (intimate),high,NA,FALSE,0.32034411202550483,3,-0.3557257242313846,0.042105263157894736
w01057a8,llama,1,ANIMALS,animals (intimate),high,NA,FALSE,-0.07392556431357804,1,-0.9782457416363075,0.021052631578947368
w01057a8,lion,4,ANIMALS,animals (intimate),high,NA,FALSE,0.5174789501950463,4,-0.04446571552892318,0.7789473684210526
w01057a8,wolf,0,ANIMALS,animals (intimate),high,NA,FALSE,-0.27106040248311947,0,-1.2895057503387688,0.042105263157894736
w01057a8,monkey,-4,ANIMALS,animals (intimate),high,NA,FALSE,-1.0595997551612852,4,-0.04446571552892318,0.4105263157894737
w01057a8,zebra,0,ANIMALS,animals (intimate),high,NA,FALSE,-0.27106040248311947,0,-1.2895057503387688,0.5473684210526316
w01057a8,seal,5,ANIMALS,animals (intimate),high,NA,FALSE,0.7146137883645878,5,0.26679429317353826,0.042105263157894736
w01057a8,giraffe,3,ANIMALS,animals (intimate),high,NA,FALSE,0.32034411202550483,3,-0.3557257242313846,0.4631578947368421
w01057a8,koala,0,ANIMALS,animals (intimate),high,NA,FALSE,-0.27106040248311947,0,-1.2895057503387688,0.031578947368421054
w01057a8,rhinoceros,2,ANIMALS,animals (intimate),high,NA,FALSE,0.1232092738559634,2,-0.666985732933846,0.05263157894736842
w01057a8,bear,4,ANIMALS,animals (intimate),high,NA,FALSE,0.5174789501950463,4,-0.04446571552892318,0.35789473684210527
w01057a8,lizard,0,ANIMALS,animals (intimate),high,NA,FALSE,-0.27106040248311947,0,-1.2895057503387688,0.031578947368421054
w01057a8,crocodile,-2,ANIMALS,animals (intimate),high,NA,FALSE,-0.6653300788222024,2,-0.666985732933846,0.021052631578947368
w01057a8,turtle,2,ANIMALS,animals (intimate),high,NA,FALSE,0.1232092738559634,2,-0.666985732933846,0.021052631578947368
w01057a8,gorilla,0,ANIMALS,animals (intimate),high,NA,FALSE,-0.27106040248311947,0,-1.2895057503387688,0.17894736842105263
w01057a8,penguin,5,ANIMALS,animals (intimate),high,NA,FALSE,0.7146137883645878,5,0.26679429317353826,0.10526315789473684
w01057a8,shark,1,ANIMALS,animals (intimate),high,NA,FALSE,-0.07392556431357804,1,-0.9782457416363075,0.021052631578947368
w01057a8,snake,-2,ANIMALS,animals (intimate),high,NA,FALSE,-0.6653300788222024,2,-0.666985732933846,0.12631578947368421
w01057a8,cheetah,0,ANIMALS,animals (intimate),high,NA,FALSE,-0.27106040248311947,0,-1.2895057503387688,0.021052631578947368
w01057a8,lemur,0,ANIMALS,animals (intimate),high,NA,FALSE,-0.27106040248311947,0,-1.2895057503387688,0.05263157894736842
w01057a8,meerkat,4,ANIMALS,animals (intimate),high,NA,FALSE,0.5174789501950463,4,-0.04446571552892318,0.031578947368421054
w01057a8,elephant,5,ANIMALS,animals (intimate),high,NA,FALSE,0.7146137883645878,5,0.26679429317353826,0.4631578947368421
w01057a8,horse,0,ANIMALS,animals (intimate),high,NA,FALSE,-0.27106040248311947,0,-1.2895057503387688,0.031578947368421054
w01057a8,fish,-3,ANIMALS,animals (intimate),high,NA,FALSE,-0.8624649169917439,3,-0.3557257242313846,0.031578947368421054
w01057a8,alligator,-3,ANIMALS,animals (intimate),high,NA,FALSE,-0.8624649169917439,3,-0.3557257242313846,0.021052631578947368
w01057a8,leopard,0,ANIMALS,animals (intimate),high,NA,FALSE,-0.27106040248311947,0,-1.2895057503387688,0.031578947368421054
w01057a8,cricket,-10,SPORTS,sports (season),high,1,TRUE,-2.242408784178534,10,1.8230943366858454,0.05263157894736842
w01057a8,wrestling,-7,SPORTS,sports (season),high,2,TRUE,-1.6510042696699097,7,0.8893143105784611,0.042105263157894736
w01057a8,diving,-4,SPORTS,sports (season),high,NA,FALSE,-1.0595997551612852,4,-0.04446571552892318,0.021052631578947368
w01057a8,golf,-10,SPORTS,sports (season),high,NA,FALSE,-2.242408784178534,10,1.8230943366858454,0.14736842105263157
w01057a8,football,-10,SPORTS,sports (season),high,NA,FALSE,-2.242408784178534,10,1.8230943366858454,0.8842105263157894
w01057a8,skiing,-4,SPORTS,sports (season),high,NA,FALSE,-1.0595997551612852,4,-0.04446571552892318,0.042105263157894736
w01057a8,track,-8,SPORTS,sports (season),high,NA,FALSE,-1.8481391078394511,8,1.2005743192809226,0.042105263157894736
w01057a8,figure skating,4,SPORTS,sports (season),high,NA,FALSE,0.5174789501950463,4,-0.04446571552892318,0.08421052631578947
w01057a8,archery,-5,SPORTS,sports (season),high,NA,FALSE,-1.2567345933308267,5,0.26679429317353826,0.021052631578947368
w01057a8,bowling,-10,SPORTS,sports (season),high,NA,FALSE,-2.242408784178534,10,1.8230943366858454,0.021052631578947368
w01057a8,rugby,3,SPORTS,sports (season),high,NA,FALSE,0.32034411202550483,3,-0.3557257242313846,0.11578947368421053
w01057a8,gymnastics,6,SPORTS,sports (season),high,NA,FALSE,0.9117486265341291,6,0.5780543018759997,0.031578947368421054
w01057a8,swimming,-10,SPORTS,sports (season),high,NA,FALSE,-2.242408784178534,10,1.8230943366858454,0.09473684210526316
w01057a8,softball,2,SPORTS,sports (season),high,NA,FALSE,0.1232092738559634,2,-0.666985732933846,0.06315789473684211
w01057a8,lacrosse,2,SPORTS,sports (season),high,NA,FALSE,0.1232092738559634,2,-0.666985732933846,0.042105263157894736
w01057a8,snowboarding,-6,SPORTS,sports (season),high,NA,FALSE,-1.4538694315003682,6,0.5780543018759997,0.042105263157894736
w01057a8,volleyball,-4,SPORTS,sports (season),high,NA,FALSE,-1.0595997551612852,4,-0.04446571552892318,0.07368421052631578
w01057a8,baseball,2,SPORTS,sports (season),high,NA,FALSE,0.1232092738559634,2,-0.666985732933846,0.7684210526315789
w01057a8,mixed martial arts,1,SPORTS,sports (season),high,NA,FALSE,-0.07392556431357804,1,-0.9782457416363075,0.042105263157894736
w01057a8,soccer,7,SPORTS,sports (season),high,NA,FALSE,1.1088834647036707,7,0.8893143105784611,0.7684210526315789
w01057a8,boxing,-3,SPORTS,sports (season),high,NA,FALSE,-0.8624649169917439,3,-0.3557257242313846,0.042105263157894736
w01057a8,basketball,-5,SPORTS,sports (season),high,NA,FALSE,-1.2567345933308267,5,0.26679429317353826,0.631578947368421
w01057a8,fencing,2,SPORTS,sports (season),high,NA,FALSE,0.1232092738559634,2,-0.666985732933846,0.021052631578947368
w01057a8,hockey,6,SPORTS,sports (season),high,NA,FALSE,0.9117486265341291,6,0.5780543018759997,0.5157894736842106
w01057a8,tennis,-6,SPORTS,sports (season),high,NA,FALSE,-1.4538694315003682,6,0.5780543018759997,0.3473684210526316
w01057a8,chemistry,-2,SUBJECTS,subjects (school),high,1,TRUE,-0.6653300788222024,2,-0.666985732933846,0.18947368421052632
w01057a8,latin,10,SUBJECTS,subjects (school),high,NA,FALSE,1.700287979212295,10,1.8230943366858454,0.031578947368421054
w01057a8,french,10,SUBJECTS,subjects (school),high,NA,FALSE,1.700287979212295,10,1.8230943366858454,0.042105263157894736
w01057a8,calculus,2,SUBJECTS,subjects (school),high,NA,FALSE,0.1232092738559634,2,-0.666985732933846,0.021052631578947368
w01057a8,science,0,SUBJECTS,subjects (school),high,NA,FALSE,-0.27106040248311947,0,-1.2895057503387688,0.6631578947368421
w01057a8,math,1,SUBJECTS,subjects (school),high,NA,FALSE,-0.07392556431357804,1,-0.9782457416363075,0.8736842105263158
w01057a8,geometry,1,SUBJECTS,subjects (school),high,NA,FALSE,-0.07392556431357804,1,-0.9782457416363075,0.042105263157894736
w01057a8,statistics,2,SUBJECTS,subjects (school),high,NA,FALSE,0.1232092738559634,2,-0.666985732933846,0.021052631578947368
w01057a8,psychology,7,SUBJECTS,subjects (school),high,NA,FALSE,1.1088834647036707,7,0.8893143105784611,0.07368421052631578
w01057a8,religion,7,SUBJECTS,subjects (school),high,NA,FALSE,1.1088834647036707,7,0.8893143105784611,0.021052631578947368
w01057a8,history,10,SUBJECTS,subjects (school),high,NA,FALSE,1.700287979212295,10,1.8230943366858454,0.4842105263157895
w01057a8,engineering,-1,SUBJECTS,subjects (school),high,NA,FALSE,-0.46819524065266094,1,-0.9782457416363075,0.021052631578947368
w01057a8,music,0,SUBJECTS,subjects (school),high,NA,FALSE,-0.27106040248311947,0,-1.2895057503387688,0.042105263157894736
w01057a8,geology,1,SUBJECTS,subjects (school),high,NA,FALSE,-0.07392556431357804,1,-0.9782457416363075,0.021052631578947368
w01057a8,political science,4,SUBJECTS,subjects (school),high,NA,FALSE,0.5174789501950463,4,-0.04446571552892318,0.031578947368421054
w01057a8,physics,-1,SUBJECTS,subjects (school),high,NA,FALSE,-0.46819524065266094,1,-0.9782457416363075,0.10526315789473684
w01057a8,literature,10,SUBJECTS,subjects (school),high,NA,FALSE,1.700287979212295,10,1.8230943366858454,0.12631578947368421
w01057a8,art,0,SUBJECTS,subjects (school),high,NA,FALSE,-0.27106040248311947,0,-1.2895057503387688,0.12631578947368421
w01057a8,algebra,2,SUBJECTS,subjects (school),high,NA,FALSE,0.1232092738559634,2,-0.666985732933846,0.06315789473684211
w01057a8,biology,-5,SUBJECTS,subjects (school),high,NA,FALSE,-1.2567345933308267,5,0.26679429317353826,0.24210526315789474
w01057a8,economics,1,SUBJECTS,subjects (school),high,NA,FALSE,-0.07392556431357804,1,-0.9782457416363075,0.021052631578947368
w01057a8,spanish,10,SUBJECTS,subjects (school),high,NA,FALSE,1.700287979212295,10,1.8230943366858454,0.10526315789473684
w01057a8,english,10,SUBJECTS,subjects (school),high,NA,FALSE,1.700287979212295,10,1.8230943366858454,0.7052631578947368
w01057a8,computer science,4,SUBJECTS,subjects (school),high,NA,FALSE,0.5174789501950463,4,-0.04446571552892318,0.021052631578947368
w01057a8,geography,3,SUBJECTS,subjects (school),high,NA,FALSE,0.32034411202550483,3,-0.3557257242313846,0.05263157894736842
w01057a8,german,10,SUBJECTS,subjects (school),high,NA,FALSE,1.700287979212295,10,1.8230943366858454,0.021052631578947368
w01057a8,philosophy,3,SUBJECTS,subjects (school),high,NA,FALSE,0.32034411202550483,3,-0.3557257242313846,0.031578947368421054
w01057a8,sociology,6,SUBJECTS,subjects (school),high,NA,FALSE,0.9117486265341291,6,0.5780543018759997,0.021052631578947368
w01057a8,bicycle,-3,TRANSPORT,vehicles (commute),high,1,TRUE,-0.8624649169917439,3,-0.3557257242313846,0.6842105263157895
w01057a8,uber,7,TRANSPORT,vehicles (commute),high,NA,FALSE,1.1088834647036707,7,0.8893143105784611,0.021052631578947368
w01057a8,unicycle,-6,TRANSPORT,vehicles (commute),high,NA,FALSE,-1.4538694315003682,6,0.5780543018759997,0.021052631578947368
w01057a8,taxi,10,TRANSPORT,vehicles (commute),high,NA,FALSE,1.700287979212295,10,1.8230943366858454,0.08421052631578947
w01057a8,horse,-3,TRANSPORT,vehicles (commute),high,NA,FALSE,-0.8624649169917439,3,-0.3557257242313846,0.021052631578947368
w01057a8,airplane,-4,TRANSPORT,vehicles (commute),high,NA,FALSE,-1.0595997551612852,4,-0.04446571552892318,0.7368421052631579
w01057a8,truck,7,TRANSPORT,vehicles (commute),high,NA,FALSE,1.1088834647036707,7,0.8893143105784611,0.16842105263157894
w01057a8,car,7,TRANSPORT,vehicles (commute),high,NA,FALSE,1.1088834647036707,7,0.8893143105784611,0.9789473684210527
w01057a8,train,9,TRANSPORT,vehicles (commute),high,NA,FALSE,1.5031531410427534,9,1.511834327983384,0.8210526315789474
w01057a8,ferry,6,TRANSPORT,vehicles (commute),high,NA,FALSE,0.9117486265341291,6,0.5780543018759997,0.021052631578947368
w01057a8,tram,9,TRANSPORT,vehicles (commute),high,NA,FALSE,1.5031531410427534,9,1.511834327983384,0.042105263157894736
w01057a8,bus,9,TRANSPORT,vehicles (commute),high,NA,FALSE,1.5031531410427534,9,1.511834327983384,0.7894736842105263
w01057a8,trolley,9,TRANSPORT,vehicles (commute),high,NA,FALSE,1.5031531410427534,9,1.511834327983384,0.042105263157894736
w01057a8,motorcycle,5,TRANSPORT,vehicles (commute),high,NA,FALSE,0.7146137883645878,5,0.26679429317353826,0.12631578947368421
w01057a8,scooter,5,TRANSPORT,vehicles (commute),high,NA,FALSE,0.7146137883645878,5,0.26679429317353826,0.2
w01057a8,boat,-2,TRANSPORT,vehicles (commute),high,NA,FALSE,-0.6653300788222024,2,-0.666985732933846,0.3473684210526316
w01057a8,walking,-1,TRANSPORT,vehicles (commute),high,NA,FALSE,-0.46819524065266094,1,-0.9782457416363075,0.3684210526315789
w01057a8,skateboard,-1,TRANSPORT,vehicles (commute),high,NA,FALSE,-0.46819524065266094,1,-0.9782457416363075,0.11578947368421053
w01057a8,subway,9,TRANSPORT,vehicles (commute),high,NA,FALSE,1.5031531410427534,9,1.511834327983384,0.11578947368421053
w01057a8,ship,-1,TRANSPORT,vehicles (commute),high,NA,FALSE,-0.46819524065266094,1,-0.9782457416363075,0.031578947368421054
w01057a8,helicopter,0,TRANSPORT,vehicles (commute),high,NA,FALSE,-0.27106040248311947,0,-1.2895057503387688,0.042105263157894736
w01057a8,moped,-3,TRANSPORT,vehicles (commute),high,NA,FALSE,-0.8624649169917439,3,-0.3557257242313846,0.021052631578947368
w03aeac6,zebra,5,ANIMALS,animals (intimate),low,1,TRUE,1.1191255440348276,5,0.5095553091205037,0.5473684210526316
w03aeac6,monkey,-7,ANIMALS,animals (intimate),low,2,TRUE,-1.5289461657940604,7,1.2507266678412363,0.4105263157894737
w03aeac6,frog,2,ANIMALS,animals (intimate),low,NA,FALSE,0.4571076165776057,2,-0.6022017289605952,0.031578947368421054
w03aeac6,wolf,6,ANIMALS,animals (intimate),low,NA,FALSE,1.3397981865205684,6,0.88014098848087,0.042105263157894736
w03aeac6,bear,0,ANIMALS,animals (intimate),low,NA,FALSE,0.015762331606124332,0,-1.343373087681328,0.35789473684210527
w03aeac6,tiger,-2,ANIMALS,animals (intimate),low,NA,FALSE,-0.425582953365357,2,-0.6022017289605952,0.5789473684210527
w03aeac6,ostrich,-8,ANIMALS,animals (intimate),low,NA,FALSE,-1.749618808279801,8,1.6213123472016027,0.042105263157894736
w03aeac6,crocodile,-7,ANIMALS,animals (intimate),low,NA,FALSE,-1.5289461657940604,7,1.2507266678412363,0.021052631578947368
w03aeac6,giraffe,1,ANIMALS,animals (intimate),low,NA,FALSE,0.23643497409186498,1,-0.9727874083209616,0.4631578947368421
w03aeac6,flamingo,3,ANIMALS,animals (intimate),low,NA,FALSE,0.6777802590633464,3,-0.23161604960022894,0.06315789473684211
w03aeac6,rhinoceros,-4,ANIMALS,animals (intimate),low,NA,FALSE,-0.8669282383368383,4,0.13896962976013738,0.05263157894736842
w03aeac6,hippo,-6,ANIMALS,animals (intimate),low,NA,FALSE,-1.3082735233083198,6,0.88014098848087,0.042105263157894736
w03aeac6,gorilla,-9,ANIMALS,animals (intimate),low,NA,FALSE,-1.9702914507655418,9,1.991898026561969,0.17894736842105263
w03aeac6,lemur,4,ANIMALS,animals (intimate),low,NA,FALSE,0.898452901549087,4,0.13896962976013738,0.05263157894736842
w03aeac6,koala,4,ANIMALS,animals (intimate),low,NA,FALSE,0.898452901549087,4,0.13896962976013738,0.031578947368421054
w03aeac6,seal,4,ANIMALS,animals (intimate),low,NA,FALSE,0.898452901549087,4,0.13896962976013738,0.042105263157894736
w03aeac6,elephant,0,ANIMALS,animals (intimate),low,NA,FALSE,0.015762331606124332,0,-1.343373087681328,0.4631578947368421
w03aeac6,llama,-3,ANIMALS,animals (intimate),low,NA,FALSE,-0.6462555958510976,3,-0.23161604960022894,0.021052631578947368
w03aeac6,polar bear,0,ANIMALS,animals (intimate),low,NA,FALSE,0.015762331606124332,0,-1.343373087681328,0.05263157894736842
w03aeac6,sea lion,2,ANIMALS,animals (intimate),low,NA,FALSE,0.4571076165776057,2,-0.6022017289605952,0.021052631578947368
w03aeac6,shark,-8,ANIMALS,animals (intimate),low,NA,FALSE,-1.749618808279801,8,1.6213123472016027,0.021052631578947368
w03aeac6,turtle,0,ANIMALS,animals (intimate),low,NA,FALSE,0.015762331606124332,0,-1.343373087681328,0.021052631578947368
w03aeac6,fish,9,ANIMALS,animals (intimate),low,NA,FALSE,2.00181611397779,9,1.991898026561969,0.031578947368421054
w03aeac6,snake,-7,ANIMALS,animals (intimate),low,NA,FALSE,-1.5289461657940604,7,1.2507266678412363,0.12631578947368421
w03aeac6,leopard,-5,ANIMALS,animals (intimate),low,NA,FALSE,-1.087600880822579,5,0.5095553091205037,0.031578947368421054
w03aeac6,kangaroo,-4,ANIMALS,animals (intimate),low,NA,FALSE,-0.8669282383368383,4,0.13896962976013738,0.05263157894736842
w03aeac6,lion,-6,ANIMALS,animals (intimate),low,NA,FALSE,-1.3082735233083198,6,0.88014098848087,0.7789473684210526
w03aeac6,penguin,7,ANIMALS,animals (intimate),low,NA,FALSE,1.560470829006309,7,1.2507266678412363,0.10526315789473684
w03aeac6,meerkat,6,ANIMALS,animals (intimate),low,NA,FALSE,1.3397981865205684,6,0.88014098848087,0.031578947368421054
w03aeac6,cheetah,-3,ANIMALS,animals (intimate),low,NA,FALSE,-0.6462555958510976,3,-0.23161604960022894,0.021052631578947368
w03aeac6,bird,-2,ANIMALS,animals (intimate),low,NA,FALSE,-0.425582953365357,2,-0.6022017289605952,0.042105263157894736
w03aeac6,horse,1,ANIMALS,animals (intimate),low,NA,FALSE,0.23643497409186498,1,-0.9727874083209616,0.031578947368421054
w03aeac6,panda,-2,ANIMALS,animals (intimate),low,NA,FALSE,-0.425582953365357,2,-0.6022017289605952,0.14736842105263157
w03aeac6,dolphin,0,ANIMALS,animals (intimate),low,NA,FALSE,0.015762331606124332,0,-1.343373087681328,0.031578947368421054
w03aeac6,lizard,1,ANIMALS,animals (intimate),low,NA,FALSE,0.23643497409186498,1,-0.9727874083209616,0.031578947368421054
w03aeac6,otter,3,ANIMALS,animals (intimate),low,NA,FALSE,0.6777802590633464,3,-0.23161604960022894,0.021052631578947368
w03aeac6,alligator,-6,ANIMALS,animals (intimate),low,NA,FALSE,-1.3082735233083198,6,0.88014098848087,0.021052631578947368
w03aeac6,hockey,4,SPORTS,sports (season),low,1,TRUE,0.898452901549087,4,0.13896962976013738,0.5157894736842106
w03aeac6,football,1,SPORTS,sports (season),low,2,TRUE,0.23643497409186498,1,-0.9727874083209616,0.8842105263157894
w03aeac6,figure skating,2,SPORTS,sports (season),low,NA,FALSE,0.4571076165776057,2,-0.6022017289605952,0.08421052631578947
w03aeac6,golf,-9,SPORTS,sports (season),low,NA,FALSE,-1.9702914507655418,9,1.991898026561969,0.14736842105263157
w03aeac6,track,0,SPORTS,sports (season),low,NA,FALSE,0.015762331606124332,0,-1.343373087681328,0.042105263157894736
w03aeac6,tennis,1,SPORTS,sports (season),low,NA,FALSE,0.23643497409186498,1,-0.9727874083209616,0.3473684210526316
w03aeac6,skiing,3,SPORTS,sports (season),low,NA,FALSE,0.6777802590633464,3,-0.23161604960022894,0.042105263157894736
w03aeac6,cricket,-3,SPORTS,sports (season),low,NA,FALSE,-0.6462555958510976,3,-0.23161604960022894,0.05263157894736842
w03aeac6,mixed martial arts,6,SPORTS,sports (season),low,NA,FALSE,1.3397981865205684,6,0.88014098848087,0.042105263157894736
w03aeac6,wrestling,1,SPORTS,sports (season),low,NA,FALSE,0.23643497409186498,1,-0.9727874083209616,0.042105263157894736
w03aeac6,archery,3,SPORTS,sports (season),low,NA,FALSE,0.6777802590633464,3,-0.23161604960022894,0.021052631578947368
w03aeac6,gymnastics,5,SPORTS,sports (season),low,NA,FALSE,1.1191255440348276,5,0.5095553091205037,0.031578947368421054
w03aeac6,diving,5,SPORTS,sports (season),low,NA,FALSE,1.1191255440348276,5,0.5095553091205037,0.021052631578947368
w03aeac6,baseball,-1,SPORTS,sports (season),low,NA,FALSE,-0.20491031087961634,1,-0.9727874083209616,0.7684210526315789
w03aeac6,swimming,0,SPORTS,sports (season),low,NA,FALSE,0.015762331606124332,0,-1.343373087681328,0.09473684210526316
w03aeac6,snowboarding,-1,SPORTS,sports (season),low,NA,FALSE,-0.20491031087961634,1,-0.9727874083209616,0.042105263157894736
w03aeac6,softball,-8,SPORTS,sports (season),low,NA,FALSE,-1.749618808279801,8,1.6213123472016027,0.06315789473684211
w03aeac6,volleyball,8,SPORTS,sports (season),low,NA,FALSE,1.7811434714920495,8,1.6213123472016027,0.07368421052631578
w03aeac6,soccer,0,SPORTS,sports (season),low,NA,FALSE,0.015762331606124332,0,-1.343373087681328,0.7684210526315789
w03aeac6,fencing,1,SPORTS,sports (season),low,NA,FALSE,0.23643497409186498,1,-0.9727874083209616,0.021052631578947368
w03aeac6,bowling,-2,SPORTS,sports (season),low,NA,FALSE,-0.425582953365357,2,-0.6022017289605952,0.021052631578947368
w03aeac6,lacrosse,1,SPORTS,sports (season),low,NA,FALSE,0.23643497409186498,1,-0.9727874083209616,0.042105263157894736
w03aeac6,rugby,2,SPORTS,sports (season),low,NA,FALSE,0.4571076165776057,2,-0.6022017289605952,0.11578947368421053
w03aeac6,boxing,-4,SPORTS,sports (season),low,NA,FALSE,-0.8669282383368383,4,0.13896962976013738,0.042105263157894736
w03aeac6,basketball,0,SPORTS,sports (season),low,NA,FALSE,0.015762331606124332,0,-1.343373087681328,0.631578947368421
w03aeac6,music,-2,SUBJECTS,subjects (school),low,NA,FALSE,-0.425582953365357,2,-0.6022017289605952,0.042105263157894736
w03aeac6,physics,-4,SUBJECTS,subjects (school),low,NA,FALSE,-0.8669282383368383,4,0.13896962976013738,0.10526315789473684
w03aeac6,english,2,SUBJECTS,subjects (school),low,NA,FALSE,0.4571076165776057,2,-0.6022017289605952,0.7052631578947368
w03aeac6,statistics,2,SUBJECTS,subjects (school),low,NA,FALSE,0.4571076165776057,2,-0.6022017289605952,0.021052631578947368
w03aeac6,spanish,-2,SUBJECTS,subjects (school),low,NA,FALSE,-0.425582953365357,2,-0.6022017289605952,0.10526315789473684
w03aeac6,psychology,5,SUBJECTS,subjects (school),low,NA,FALSE,1.1191255440348276,5,0.5095553091205037,0.07368421052631578
w03aeac6,latin,-9,SUBJECTS,subjects (school),low,NA,FALSE,-1.9702914507655418,9,1.991898026561969,0.031578947368421054
w03aeac6,geometry,2,SUBJECTS,subjects (school),low,NA,FALSE,0.4571076165776057,2,-0.6022017289605952,0.042105263157894736
w03aeac6,sociology,4,SUBJECTS,subjects (school),low,NA,FALSE,0.898452901549087,4,0.13896962976013738,0.021052631578947368
w03aeac6,science,3,SUBJECTS,subjects (school),low,NA,FALSE,0.6777802590633464,3,-0.23161604960022894,0.6631578947368421
w03aeac6,computer science,3,SUBJECTS,subjects (school),low,NA,FALSE,0.6777802590633464,3,-0.23161604960022894,0.021052631578947368
w03aeac6,biology,5,SUBJECTS,subjects (school),low,NA,FALSE,1.1191255440348276,5,0.5095553091205037,0.24210526315789474
w03aeac6,engineering,6,SUBJECTS,subjects (school),low,NA,FALSE,1.3397981865205684,6,0.88014098848087,0.021052631578947368
w03aeac6,german,7,SUBJECTS,subjects (school),low,NA,FALSE,1.560470829006309,7,1.2507266678412363,0.021052631578947368
w03aeac6,political science,7,SUBJECTS,subjects (school),low,NA,FALSE,1.560470829006309,7,1.2507266678412363,0.031578947368421054
w03aeac6,literature,1,SUBJECTS,subjects (school),low,NA,FALSE,0.23643497409186498,1,-0.9727874083209616,0.12631578947368421
w03aeac6,calculus,2,SUBJECTS,subjects (school),low,NA,FALSE,0.4571076165776057,2,-0.6022017289605952,0.021052631578947368
w03aeac6,history,4,SUBJECTS,subjects (school),low,NA,FALSE,0.898452901549087,4,0.13896962976013738,0.4842105263157895
w03aeac6,religion,-8,SUBJECTS,subjects (school),low,NA,FALSE,-1.749618808279801,8,1.6213123472016027,0.021052631578947368
w03aeac6,philosophy,5,SUBJECTS,subjects (school),low,NA,FALSE,1.1191255440348276,5,0.5095553091205037,0.031578947368421054
w03aeac6,economics,5,SUBJECTS,subjects (school),low,NA,FALSE,1.1191255440348276,5,0.5095553091205037,0.021052631578947368
w03aeac6,algebra,3,SUBJECTS,subjects (school),low,NA,FALSE,0.6777802590633464,3,-0.23161604960022894,0.06315789473684211
w03aeac6,art,1,SUBJECTS,subjects (school),low,NA,FALSE,0.23643497409186498,1,-0.9727874083209616,0.12631578947368421
w03aeac6,math,3,SUBJECTS,subjects (school),low,NA,FALSE,0.6777802590633464,3,-0.23161604960022894,0.8736842105263158
w03aeac6,french,-8,SUBJECTS,subjects (school),low,NA,FALSE,-1.749618808279801,8,1.6213123472016027,0.042105263157894736
w03aeac6,geography,4,SUBJECTS,subjects (school),low,NA,FALSE,0.898452901549087,4,0.13896962976013738,0.05263157894736842
w03aeac6,chemistry,-2,SUBJECTS,subjects (school),low,NA,FALSE,-0.425582953365357,2,-0.6022017289605952,0.18947368421052632
w03aeac6,geology,2,SUBJECTS,subjects (school),low,NA,FALSE,0.4571076165776057,2,-0.6022017289605952,0.021052631578947368
w03aeac6,car,8,TRANSPORT,vehicles (commute),low,1,TRUE,1.7811434714920495,8,1.6213123472016027,0.9789473684210527
w03aeac6,bus,-3,TRANSPORT,vehicles (commute),low,2,TRUE,-0.6462555958510976,3,-0.23161604960022894,0.7894736842105263
w03aeac6,unicycle,-9,TRANSPORT,vehicles (commute),low,NA,FALSE,-1.9702914507655418,9,1.991898026561969,0.021052631578947368
w03aeac6,scooter,-8,TRANSPORT,vehicles (commute),low,NA,FALSE,-1.749618808279801,8,1.6213123472016027,0.2
w03aeac6,moped,-8,TRANSPORT,vehicles (commute),low,NA,FALSE,-1.749618808279801,8,1.6213123472016027,0.021052631578947368
w03aeac6,airplane,0,TRANSPORT,vehicles (commute),low,NA,FALSE,0.015762331606124332,0,-1.343373087681328,0.7368421052631579
w03aeac6,skateboard,-2,TRANSPORT,vehicles (commute),low,NA,FALSE,-0.425582953365357,2,-0.6022017289605952,0.11578947368421053
w03aeac6,taxi,-7,TRANSPORT,vehicles (commute),low,NA,FALSE,-1.5289461657940604,7,1.2507266678412363,0.08421052631578947
w03aeac6,train,0,TRANSPORT,vehicles (commute),low,NA,FALSE,0.015762331606124332,0,-1.343373087681328,0.8210526315789474
w03aeac6,subway,0,TRANSPORT,vehicles (commute),low,NA,FALSE,0.015762331606124332,0,-1.343373087681328,0.11578947368421053
