bimodal,ideal,passComp,sample,avg
0,0,0,53,39
1,2,0,100,100
1,1,1,82,62
1,1,1,63,46
1,0,0,28,41
0,2,0,84,62
1,0,1,7,18
1,2,1,41,54
1,2,0,83,81
1,0,1,37,43
1,0,1,14,34
0,0,1,22,44
0,1,0,44,35
1,2,0,72,60
1,2,1,23,31
0,1,1,49,30
0,2,1,40,39
0,1,1,78,47
0,0,1,35,40
1,1,1,47,49
0,1,1,65,64
0,2,0,42,56
0,0,1,14,32
1,1,1,81,40
1,1,0,43,48
1,0,0,34,42
1,0,1,28,38
1,2,1,28,50
0,0,1,42,35
1,1,0,80,55
0,2,0,24,43
0,2,1,16,2
0,1,1,17,45
1,0,1,52,34
0,2,0,89,53
1,1,1,68,65
0,2,1,45,43
1,0,0,100,100
1,0,0,44,58
0,2,1,40,30
0,1,0,27,37
0,2,1,58,57
0,0,1,23,25
1,2,1,37,47
0,0,0,100,58
0,0,1,22,39
1,1,1,69,43
1,2,1,32,44
0,2,1,36,26
0,1,1,32,36
1,2,0,30,65
1,2,0,61,44
0,2,0,94,91
0,0,0,91,96
0,2,1,44,47
1,1,1,80,59
1,1,0,80,61
0,2,1,53,56
0,2,0,89,70
0,1,1,46,30
1,1,0,100,52
0,0,1,8,44
1,0,0,96,55
1,2,1,35,42
1,1,1,26,38
0,0,1,20,35
1,1,1,84,34
0,1,1,76,39
1,2,1,26,38
0,1,0,52,73
1,2,1,41,39
0,2,0,55,52
1,1,0,48,34
1,0,1,57,57
0,1,1,73,41
1,0,1,11,27
1,0,1,29,43
1,2,1,19,33
1,2,1,22,37
1,2,1,73,15
0,0,0,66,41
0,2,1,56,34
0,0,1,47,40
1,0,0,80,22
1,1,1,81,56
1,1,0,89,62
0,1,0,45,40
1,0,1,22,50
1,1,0,84,44
0,1,1,77,29
0,1,1,24,23
1,0,1,42,56
0,2,1,59,49
1,0,1,24,42
0,0,1,23,38
1,2,1,37,44
1,0,1,23,48
0,0,0,100,94
0,0,1,15,49
0,0,0,19,29
1,0,0,36,66
1,2,1,59,63
0,1,1,52,30
1,1,0,17,24
1,2,1,40,56
0,2,1,31,46
1,2,1,32,39
0,0,1,35,38
0,0,1,19,16
1,2,1,48,55
1,0,1,32,54
1,2,1,37,34
0,1,1,62,46
1,1,0,79,46
0,1,1,81,40
0,1,0,77,43
0,0,0,54,35
1,1,0,82,57
0,2,0,54,48
0,0,1,37,41
1,0,1,41,28
0,0,1,13,49
0,1,0,47,43
0,2,1,27,31
1,1,1,70,63
1,1,1,75,49
0,1,1,69,43
0,1,1,100,55
0,0,0,55,87
0,0,1,35,63
1,2,0,100,100
1,2,1,67,44
1,1,1,90,57
0,2,1,45,49
0,1,1,75,44
1,1,0,81,64
0,1,0,55,34
1,2,0,68,53
0,0,0,31,49
1,0,0,29,42
0,2,0,71,44
1,0,0,42,50
0,2,1,50,46
1,2,1,29,32
1,2,1,30,29
1,0,1,93,69
0,0,1,76,41
0,0,0,35,59
1,2,1,50,52
0,2,0,53,47
1,2,1,44,55
0,2,1,73,76
0,0,1,26,52
1,0,1,34,33
0,1,0,48,75
1,0,1,23,36
1,1,1,68,27
1,1,1,74,53
0,2,1,44,59
1,1,1,73,43
0,0,0,66,51
1,1,1,86,98
0,1,1,54,43
1,1,0,83,54
1,1,1,69,40
0,1,0,91,76
0,0,0,45,61
1,2,1,41,62
1,1,1,53,26
0,2,0,36,22
1,2,1,20,26
0,0,0,26,58
0,0,0,52,45
0,2,0,65,47
1,1,1,79,54
1,2,1,36,41
0,1,0,85,62
1,2,0,50,62
0,0,1,51,51
0,0,1,20,33
0,2,1,58,43
1,2,1,29,55
0,0,1,19,36
1,1,1,62,47
0,0,1,28,28
1,0,0,95,92
0,2,1,40,47
1,1,1,78,43
0,0,1,52,43
1,0,1,32,34
0,2,1,36,42
1,1,1,100,44
1,2,0,19,26
1,0,1,30,63
0,1,1,57,38
0,2,0,74,66
0,1,0,38,37
0,1,1,1,18
1,2,0,25,43
1,0,1,28,41
0,1,0,60,38
0,0,1,32,49
0,0,0,59,48
1,1,1,91,53
1,1,1,76,52
0,2,0,80,77
1,1,1,50,32
1,2,1,14,49
0,0,1,9,9
1,2,1,22,45
1,2,1,36,42
1,0,1,11,39
0,1,1,74,33
0,2,0,57,36
1,0,1,75,46
1,2,1,39,35
0,2,0,69,70
0,1,1,100,41
1,2,0,66,55
0,0,0,58,60
1,2,1,15,27
1,1,1,73,35
1,0,0,54,70
1,2,1,50,53
0,0,1,18,24
1,0,1,1,11
0,1,1,36,32
1,0,1,26,44
0,1,0,89,60
0,0,0,2,28
1,1,1,95,52
1,2,1,57,66
1,1,1,89,48
0,0,0,52,71
0,2,0,85,70
0,0,0,40,42
0,0,0,78,100
0,2,1,54,51
1,1,1,83,52
1,1,0,80,69
0,2,0,100,45
0,2,1,54,47
0,0,1,20,37
1,1,0,43,57
1,1,1,81,50
0,0,0,47,57
1,2,1,10,34
1,0,1,26,64
1,1,0,82,60
0,0,0,30,6
0,2,1,34,29
1,0,0,69,37
1,0,0,24,56
0,1,1,79,45
0,0,0,30,56
0,1,1,65,53
0,1,1,75,51
1,2,1,25,27
1,2,1,29,48
1,1,1,100,34
0,2,0,45,30
0,0,0,65,86
0,0,0,100,52
0,1,1,77,53
0,2,0,47,37
0,1,1,77,44
0,1,0,100,100
1,2,1,50,56
1,2,1,19,71
0,2,1,39,40
1,0,1,19,34
1,0,1,22,30
1,1,0,84,50
0,1,1,41,45
0,2,1,21,15
0,0,1,3,49
1,1,1,64,50
0,1,1,64,41
0,1,0,50,36
0,2,1,48,49
1,2,0,57,50
1,2,0,28,39
1,1,1,83,55
1,2,1,40,41
1,0,0,45,18
1,1,0,84,68
0,0,0,100,38
0,1,0,83,44
1,1,1,100,53
0,2,0,7,42
0,2,0,50,24
1,0,1,8,35
0,2,0,56,44
0,0,0,100,48
1,0,0,28,47
1,1,0,70,38
1,1,1,84,32
0,1,0,46,51
0,2,1,58,48
1,0,1,22,30
1,2,1,42,52
0,0,0,100,100
0,0,1,26,57
0,2,1,67,63
1,2,1,86,37
1,0,0,47,59
0,1,1,92,78
1,1,1,47,49
1,2,1,49,50
1,1,1,68,45
1,1,0,100,100
1,1,1,74,58
1,0,1,39,50
0,2,1,44,38
0,2,0,76,66
0,1,1,54,51
1,1,0,34,61
0,2,1,43,43
1,0,1,19,94
1,2,0,20,48
0,2,1,53,50
1,2,0,26,46
0,2,0,42,54
0,1,0,79,35
0,0,0,43,46
0,1,1,39,33
0,2,0,65,69
1,1,0,100,100
1,1,0,54,57
1,0,0,14,31
0,0,0,100,58
1,0,0,44,63
1,0,0,91,49
0,1,0,22,32
0,2,1,42,32
0,1,1,66,52
0,0,1,12,39
1,0,1,98,54
1,2,1,34,58
1,2,1,43,29
0,0,0,4,30
0,2,1,49,54
0,2,1,44,50
0,0,1,37,43
1,0,0,63,21
0,1,0,26,29
1,1,1,64,54
1,2,1,45,40
1,1,1,75,41
0,0,0,39,33
1,2,1,38,45
1,1,1,23,39
0,1,1,64,56
1,2,1,59,70
1,2,1,28,55
1,2,1,41,41
0,1,1,69,40
1,2,1,3,23
1,1,1,82,49
0,2,1,43,36
1,2,1,75,50
1,0,1,17,29
0,1,1,34,41
0,1,1,43,57
0,0,0,100,100
0,1,1,67,53
1,0,0,60,73
0,0,1,27,44
0,0,0,36,34
0,2,1,56,50
1,0,1,67,59
1,1,0,83,57
0,0,1,32,44
0,2,1,51,51
1,1,1,61,31
1,1,1,76,56
0,1,0,52,72
0,0,1,22,40
0,2,1,47,39
1,1,1,85,48
1,2,1,33,60
0,1,0,88,51
0,0,1,40,31
0,0,0,77,73
0,0,0,25,34
1,2,1,28,32
1,1,0,91,100
1,2,0,61,61
0,1,1,41,49
1,2,0,66,56
1,1,0,41,10
0,1,1,49,38
0,0,1,26,37
1,2,1,24,35
0,0,1,29,36
1,1,1,66,53
0,2,1,37,42
1,0,0,50,51
1,2,1,37,38
0,0,1,38,46
1,1,1,68,40
1,2,0,51,36
0,2,0,71,58
1,0,1,63,56
0,1,1,69,73
0,1,0,82,26
1,0,1,23,37
