outcome,accessibility,wid,considered,evaluation,scenario,raw_outcome,subj,control,evaluation_z,abs_eval,abs_eval_z,consideration,scenario_evaluation,scenario_evaluation_z
algebra,0.06315789473684211,w0b34d6e,FALSE,2,subjects (magic),algebra,3,low,0.1915508679761234,2,-0.393395048814197,unconsidered,10,0.8630442403635763
algebra,0.06315789473684211,w8318954,FALSE,6,subjects (school),algebra,1,high,1.4460093741873297,6,0.14376409313209437,unconsidered,2,-0.43915503282683993
algebra,0.06315789473684211,w76890f1,FALSE,5,subjects (magic),algebra,4,high,0.23210819745606967,5,-0.10630721993812657,unconsidered,10,1.1118908983632405
algebra,0.06315789473684211,w1e31a72,FALSE,-2,subjects (magic),algebra,2,low,-1.4437919075826187,2,-0.8726712066644751,unconsidered,10,0.8636363636363636
algebra,0.06315789473684211,w5e62b40,FALSE,-2,subjects (school),algebra,5,low,0.20133150804211059,2,-0.9047933709658331,unconsidered,3,1.2402159462046676
algebra,0.06315789473684211,w616cc3b,FALSE,7,subjects (magic),algebra,41,low,0.9218000183640322,7,0.6588660715988299,unconsidered,7,0.9246524787214351
algebra,0.06315789473684211,wf04dfee,FALSE,1,subjects (magic),algebra,18,high,-0.2636252479469464,1,-0.942699006852737,unconsidered,-3,-0.6908492797077573
algebra,0.06315789473684211,w251ef24,FALSE,-2,subjects (school),algebra,21,high,-0.4874968226976292,2,-0.4945986069950489,unconsidered,-4,-1.0714285714285714
algebra,0.06315789473684211,wc5f34d8,FALSE,10,subjects (school),algebra,9,high,1.640203550410244,10,0.8707693054891187,unconsidered,10,0.9771621231801679
algebra,0.06315789473684211,w0c074de,FALSE,-10,subjects (school),algebra,30,low,-0.8626545470062039,10,0.752867829354663,unconsidered,-10,-0.5
algebra,0.06315789473684211,w3e97a1f,FALSE,-10,subjects (school),algebra,36,high,-0.5626032828808352,10,0.5058655960006792,unconsidered,5,1.106605743337003
algebra,0.06315789473684211,wd5a2d8f,FALSE,-1,subjects (magic),algebra,22,high,-0.9785838103216465,1,-0.8081174050526037,unconsidered,5,0.8622018733942658
algebra,0.06315789473684211,w2777a8f,FALSE,3,subjects (school),algebra,26,high,0.31313106334935165,3,-0.5626548621444823,unconsidered,0,-1.0456450133653885
algebra,0.06315789473684211,w363e6ac,FALSE,5,subjects (magic),algebra,40,low,0.6431920864232733,5,0.28577380332470403,unconsidered,8,1.0861047683908953
algebra,0.06315789473684211,w4a284b9,FALSE,2,subjects (school),algebra,20,low,0.7498074803140381,2,-1.1127895988649819,unconsidered,0,0.6510860492118233
algebra,0.06315789473684211,w0663715,FALSE,1,subjects (magic),algebra,42,high,-0.45303103390643795,1,-1.0935620580376582,unconsidered,9,1.1349748626869662
algebra,0.06315789473684211,w98f1b99,FALSE,2,subjects (magic),algebra,31,low,-0.17019030199986582,2,-0.8272470308278526,unconsidered,10,0.7483832703767802
algebra,0.06315789473684211,w73ed943,FALSE,-5,subjects (school),algebra,52,high,-0.5265779110497621,5,-0.14870813293635057,unconsidered,5,0.7483832703767802
algebra,0.06315789473684211,w26c2bef,FALSE,4,subjects (school),algebra,7,low,0.8457670910253287,4,-0.18645863043569613,unconsidered,-3,-0.24524946383020216
algebra,0.06315789473684211,w1c3dd8c,FALSE,10,subjects (magic),algebra,23,low,0.7418560480982406,10,0.6300061907214507,unconsidered,10,0.860387565459546
algebra,0.06315789473684211,wc146e19,FALSE,8,subjects (magic),algebra,46,low,0.8994297263013318,8,0.7144552429899027,unconsidered,10,0.8660254037844386
algebra,0.06315789473684211,webaf5b1,FALSE,5,subjects (magic),algebra,50,high,0.6887347984635303,5,0.24082510493792741,unconsidered,3,0.3
algebra,0.06315789473684211,wc37a2ec,FALSE,6,subjects (magic),algebra,32,low,0.8117480590905685,6,0.681672395171454,unconsidered,9,1.1334122012412815
algebra,0.06315789473684211,w2be12ca,FALSE,9,subjects (school),algebra,15,high,1.1216962907311825,9,0.8156572466373794,unconsidered,10,0.6388991238024045
algebra,0.06315789473684211,w2baccaf,FALSE,0,subjects (magic),algebra,14,low,-0.7517954429857152,0,-1.2792042981336627,unconsidered,7,0.5722930891116554
algebra,0.06315789473684211,w2044ba1,FALSE,8,subjects (school),algebra,49,high,2.0445293582521664,8,0.6666666666666666,unconsidered,-5,-0.08703882797784893
algebra,0.06315789473684211,w31c2904,FALSE,1,subjects (school),algebra,44,high,0.6125658036156255,1,-0.896540423370991,unconsidered,-8,-1.1666666666666667
algebra,0.06315789473684211,wd61612e,FALSE,2,subjects (school),algebra,28,low,0.5428288176344194,2,-1.0136060675992289,unconsidered,1,0.3568732135731648
algebra,0.06315789473684211,we2a0c38,FALSE,10,subjects (magic),algebra,34,low,1.3328939979031686,10,1.100431140917688,unconsidered,10,1.198338009917897
algebra,0.06315789473684211,w6449213,FALSE,2,subjects (magic),algebra,12,high,0.3374212094842247,2,-0.13052348359317953,unconsidered,4,1.0097836012474726
algebra,0.06315789473684211,w1c6ef1a,FALSE,9,subjects (school),algebra,27,low,1.6694992663479835,9,0.8792778195163371,unconsidered,0,0.7118684968143741
algebra,0.06315789473684211,w94007a6,FALSE,9,subjects (magic),algebra,48,low,1.1064188230073604,9,0.9908688008847691,unconsidered,10,1.1882431182990514
algebra,0.06315789473684211,wbb75636,FALSE,5,subjects (school),algebra,43,high,0.9326984663434758,5,-0.19097049542795114,unconsidered,2,0.48692584054817667
algebra,0.06315789473684211,w92bf5b9,FALSE,-10,subjects (school),algebra,8,low,-1.129911144400265,10,0.8852840448286121,unconsidered,-10,-1.0639683575800754
algebra,0.06315789473684211,wd49ddf4,FALSE,-2,subjects (magic),algebra,37,high,-0.29751307112009034,2,-0.9639988579631799,unconsidered,0,NA
algebra,0.06315789473684211,wf83a6b1,FALSE,-1,subjects (magic),algebra,25,high,-0.4516016406082922,1,-0.2651835760141136,unconsidered,5,0.9428090415820635
algebra,0.06315789473684211,w97a1598,FALSE,-4,subjects (magic),algebra,6,high,-1.0196159886507767,4,-0.20299600025696454,unconsidered,0,-0.06783234474692018
algebra,0.06315789473684211,wce17a9e,FALSE,-7,subjects (magic),algebra,16,high,-1.5395192369537016,7,0.6585831397614837,unconsidered,10,1.3938157596926701
algebra,0.06315789473684211,w742e695,FALSE,7,subjects (magic),algebra,38,low,1.0731081030408203,7,1.0812799554386932,unconsidered,9,0.9143233898060887
algebra,0.06315789473684211,wea21aec,FALSE,5,subjects (school),algebra,29,low,1.2168129445629834,5,0.2850242251802201,unconsidered,-4,-1.4370031223237762
algebra,0.06315789473684211,w8d45e65,FALSE,-10,subjects (school),algebra,54,high,-0.7204674074804781,10,0.7436913854908361,unconsidered,-10,-0.987640382938831
algebra,0.06315789473684211,w92c8d42,FALSE,3,subjects (school),algebra,47,high,0.46535972343555476,3,-0.899687304321862,unconsidered,9,0.8520563361656318
algebra,0.06315789473684211,w23a7e68,FALSE,3,subjects (magic),algebra,51,high,0.3355002357588943,3,0.02504631618347528,unconsidered,8,0.9338592095470355
algebra,0.06315789473684211,w82f7259,FALSE,0,subjects (magic),algebra,11,low,-0.39290294841435514,0,-0.9053203578921112,unconsidered,5,0.7284927963857741
algebra,0.06315789473684211,w1989f41,FALSE,0,subjects (school),algebra,33,high,0.5601517151854667,0,-1.1849524437211407,unconsidered,0,-0.12126781251816648
algebra,0.06315789473684211,wa0d5d63,FALSE,-1,subjects (school),algebra,24,low,-0.49412034026102014,1,-1.2180913773389497,unconsidered,2,0
algebra,0.06315789473684211,w1a640b0,FALSE,5,subjects (magic),algebra,17,high,0.6010428925513289,5,-0.07156261399960247,unconsidered,2,-0.6686137412403139
algebra,0.06315789473684211,w7bb6604,FALSE,4,subjects (school),algebra,45,low,0.0720924436962355,4,-0.24388262216028594,unconsidered,3,0.5477225575051661
algebra,0.06315789473684211,w4127897,FALSE,-5,subjects (magic),algebra,19,low,-0.9126247450625151,5,0.2451369847316008,unconsidered,-2,0.20037438192947432
algebra,0.06315789473684211,wdfcc87f,FALSE,-7,subjects (magic),algebra,10,high,-1.9113839059208235,7,0.33054741665022247,unconsidered,10,1.0660035817780522
algebra,0.06315789473684211,w4d34db1,FALSE,-10,subjects (school),algebra,53,low,-0.5608836025555992,10,0.4511000195334548,unconsidered,-5,0.26111648393354675
algebra,0.06315789473684211,w3df2237,FALSE,-5,subjects (school),algebra,35,high,-0.6929432604799338,5,0.229529565370241,unconsidered,4,-1.390758974918296
algebra,0.06315789473684211,w534084f,FALSE,6,subjects (magic),algebra,39,low,0.7196957838581819,6,0.2150980671631635,unconsidered,10,1.1264590094134652
algebra,0.06315789473684211,w422cd45,FALSE,-10,subjects (school),algebra,13,low,-1.255617465511734,10,1.1015883624323473,unconsidered,5,1.1739280534043768
baseball,0.7684210526315789,w0b34d6e,FALSE,-6,sports (silence),baseball,3,low,-1.4034032980291489,6,0.6766394839604187,unconsidered,-6,-0.7615096238502144
baseball,0.7684210526315789,w8318954,FALSE,-2,sports (season),baseball,1,high,0.07910335745007273,2,-1.2063682597606191,unconsidered,5,1.3174650984805198
baseball,0.7684210526315789,wf04dfee,FALSE,-1,sports (silence),baseball,18,high,-0.718151537510647,1,-0.942699006852737,unconsidered,-2,-0.4934637712198267
baseball,0.7684210526315789,w251ef24,FALSE,-1,sports (season),baseball,21,high,-0.24606982479023187,1,-0.890277492591088,unconsidered,-2,-0.5
baseball,0.7684210526315789,wc5f34d8,FALSE,-2,sports (season),baseball,9,high,0.02404990543123522,2,-1.226567516334135,unconsidered,0,-0.17244037467885318
baseball,0.7684210526315789,w3e97a1f,FALSE,-10,sports (season),baseball,36,high,-0.5626032828808352,10,0.5058655960006792,unconsidered,-10,-0.8462279213753552
baseball,0.7684210526315789,wd5a2d8f,FALSE,1,sports (silence),baseball,22,high,-0.5095851178172629,1,-0.8081174050526037,unconsidered,3,0.40236087425065736
baseball,0.7684210526315789,w363e6ac,FALSE,-7,sports (silence),baseball,40,low,-1.92957625926982,7,1.0002083116364642,unconsidered,-3,-0.45546328997037544
baseball,0.7684210526315789,w4a284b9,FALSE,5,sports (season),baseball,20,low,1.2909421241255845,5,-0.061821644381387965,unconsidered,2,1.05175438718833
baseball,0.7684210526315789,w0663715,FALSE,6,sports (silence),baseball,42,high,0.5730648975910496,6,0.3774731976982778,unconsidered,3,0.22699497253739323
baseball,0.7684210526315789,w98f1b99,FALSE,10,sports (silence),baseball,31,low,1.2457930106390176,10,1.297041640927621,unconsidered,-2,-1.364698904804717
baseball,0.7684210526315789,w73ed943,FALSE,-6,sports (season),baseball,52,high,-0.690330798022554,6,0.16729664955339432,unconsidered,-7,-1.364698904804717
baseball,0.7684210526315789,w26c2bef,FALSE,4,sports (season),baseball,7,low,0.8457670910253287,4,-0.18645863043569613,unconsidered,1,0.31532073921025994
baseball,0.7684210526315789,w1c3dd8c,FALSE,-10,sports (silence),baseball,23,low,-1.8764594157779024,10,0.6300061907214507,unconsidered,-7,-0.7208652575471872
baseball,0.7684210526315789,wc146e19,TRUE,-10,sports (silence),Baseball,46,low,-2.0903122907421197,10,1.196826298766525,considered,-10,-0.8660254037844386
baseball,0.7684210526315789,webaf5b1,FALSE,-1,sports (silence),baseball,50,high,-0.47280713191820734,1,-0.9809217688935095,unconsidered,2,-0.1
baseball,0.7684210526315789,wc37a2ec,FALSE,3,sports (silence),baseball,32,low,0.11790753930924458,3,-0.490191385291832,unconsidered,-2,-0.5862476902972146
baseball,0.7684210526315789,w2be12ca,FALSE,-10,sports (season),baseball,15,high,-1.5687089214433616,10,1.1086045676127763,unconsidered,-4,-1.4657097546055162
baseball,0.7684210526315789,w2baccaf,FALSE,-1,sports (silence),baseball,14,low,-0.9156482959441403,1,-1.0660035817780522,unconsidered,-2,-1.0125185422744674
baseball,0.7684210526315789,w2044ba1,FALSE,-8,sports (season),baseball,49,high,-0.7700175505105562,8,0.6666666666666666,unconsidered,-5,-0.08703882797784893
baseball,0.7684210526315789,w31c2904,TRUE,9,sports (season),Baseball,44,high,2.2352566741205937,9,1.4473561083178748,considered,7,0.8333333333333334
baseball,0.7684210526315789,we2a0c38,TRUE,-9,sports (silence),baseball,34,low,-1.4209957333722483,9,0.8464854930136061,considered,-7,-1.0040129272285083
baseball,0.7684210526315789,w6449213,TRUE,0,sports (silence),baseball,12,high,-0.32392436110485573,0,-1.0441878687454367,considered,-1,0.09179850920431569
baseball,0.7684210526315789,w1c6ef1a,FALSE,4,sports (season),baseball,27,low,0.9186662629639697,4,-0.6460000306650637,unconsidered,1,0.9966158955401239
baseball,0.7684210526315789,w94007a6,FALSE,-3,sports (silence),baseball,48,low,-0.7801290896807929,3,-0.8304969718398352,unconsidered,-10,-0.8782666526558206
baseball,0.7684210526315789,wbb75636,TRUE,1,sports (season),Baseball,43,high,0.3267415009483514,1,-1.3367934679956575,considered,1,0.20868250309207573
baseball,0.7684210526315789,w92bf5b9,FALSE,10,sports (season),baseball,8,low,1.50005445032449,10,0.8852840448286121,unconsidered,10,1.2365037669173848
baseball,0.7684210526315789,wd49ddf4,FALSE,0,sports (silence),baseball,37,high,0.021922015766743498,0,-1.5599254247040546,unconsidered,0,NA
baseball,0.7684210526315789,wf83a6b1,TRUE,0,sports (silence),Baseball,25,high,-0.1026367365018846,0,-0.6878199002866071,considered,2,0.23570226039551587
baseball,0.7684210526315789,w97a1598,FALSE,-10,sports (silence),baseball,6,high,-2.22892797519007,10,2.385203003019333,unconsidered,-4,-1.1531498606976431
baseball,0.7684210526315789,wce17a9e,FALSE,-10,sports (silence),baseball,16,high,-2.0685170364355905,10,1.8001272486813886,unconsidered,0,-0.4046561882978719
baseball,0.7684210526315789,w742e695,FALSE,2,sports (silence),baseball,38,low,-0.08150188124360663,2,-0.7944097631794478,unconsidered,-7,-0.7575822372679021
baseball,0.7684210526315789,wea21aec,FALSE,0,sports (season),baseball,29,low,0.21588616758375512,0,-1.4454799991282596,unconsidered,4,0.40236087425065736
baseball,0.7684210526315789,w8d45e65,FALSE,1,sports (season),baseball,54,high,1.2143089168332941,1,-1.7968018145800488,unconsidered,0,0.32921346097961035
baseball,0.7684210526315789,w92c8d42,FALSE,4,sports (season),baseball,47,high,0.6232999932076217,4,-0.5522218626527291,unconsidered,8,0.6971370023173351
baseball,0.7684210526315789,w23a7e68,FALSE,4,sports (silence),baseball,51,high,0.6344004457986364,4,0.4341361471802392,unconsidered,0,-0.5603155257282213
baseball,0.7684210526315789,wa0d5d63,FALSE,10,sports (season),baseball,24,low,1.5930439770015288,10,1.8236165706981962,unconsidered,10,0.9948320067476139
baseball,0.7684210526315789,w1a640b0,TRUE,8,sports (silence),Baseball,17,high,1.0910235114790428,8,0.8229700609954276,considered,6,0.3039153369274154
baseball,0.7684210526315789,w7bb6604,TRUE,2,sports (season),Baseball,45,low,-0.41453155125335417,2,-0.9370227061947832,considered,1,-0.5477225575051661
baseball,0.7684210526315789,w4127897,FALSE,-2,sports (silence),baseball,19,low,-0.33563472029158614,2,-0.7966952003777024,unconsidered,-7,-0.601123145788423
baseball,0.7684210526315789,wdfcc87f,FALSE,3,sports (silence),baseball,10,high,-0.1326512489913505,3,-0.9696057555073192,unconsidered,1,-0.8528028654224417
baseball,0.7684210526315789,w4d34db1,FALSE,-10,sports (season),baseball,53,low,-0.5608836025555992,10,0.4511000195334548,unconsidered,-10,-0.7833494518006403
baseball,0.7684210526315789,w3df2237,FALSE,3,sports (season),baseball,35,high,0.8865028304463959,3,-0.43938516799446115,unconsidered,10,0.9933992677987828
baseball,0.7684210526315789,w534084f,TRUE,0,sports (silence),Baseball,39,low,-0.23341484881886979,0,-1.3658727264860882,considered,-6,-0.7220891085983752
baseball,0.7684210526315789,w422cd45,FALSE,0,sports (season),baseball,13,low,0.180894041641521,0,-1.678120589499744,unconsidered,-6,-0.492292409492158
basketball,0.631578947368421,w0b34d6e,FALSE,0,sports (silence),basketball,3,low,-0.2071876735251947,0,-0.9284123152015049,unconsidered,-6,-0.7615096238502144
basketball,0.631578947368421,w8318954,FALSE,-4,sports (season),basketball,1,high,-0.2626231467342416,4,-0.5313020833142623,unconsidered,5,1.3174650984805198
basketball,0.631578947368421,w76890f1,TRUE,5,sports (silence),Basketball,4,high,0.23210819745606967,5,-0.10630721993812657,considered,7,0.409644015186457
basketball,0.631578947368421,w1e31a72,TRUE,10,sports (silence),Basketball,2,low,0.8911815278609695,10,0.8992500251415655,considered,1,-0.7727272727272727
basketball,0.631578947368421,w5e62b40,TRUE,1,sports (season),Basketball,5,low,0.8176524510281634,1,-1.2302586123204493,considered,-7,-1.014722137803819
basketball,0.631578947368421,w616cc3b,TRUE,-6,sports (silence),Basketball,41,low,-1.3698462424294184,6,0.2684269180587826,considered,-8,-0.8649974800942457
basketball,0.631578947368421,wf04dfee,FALSE,1,sports (silence),basketball,18,high,-0.2636252479469464,1,-0.942699006852737,unconsidered,-2,-0.4934637712198267
basketball,0.631578947368421,w251ef24,FALSE,-4,sports (season),basketball,21,high,-0.9703508185124238,4,0.2967591641970293,unconsidered,-2,-0.5
basketball,0.631578947368421,wc5f34d8,FALSE,-2,sports (season),basketball,9,high,0.02404990543123522,2,-1.226567516334135,unconsidered,0,-0.17244037467885318
basketball,0.631578947368421,w0c074de,TRUE,-9,sports (season),Baseketball,30,low,-0.7350289427915875,9,0.3798874368303345,considered,-10,-0.5
basketball,0.631578947368421,w3e97a1f,FALSE,-10,sports (season),basketball,36,high,-0.5626032828808352,10,0.5058655960006792,unconsidered,-10,-0.8462279213753552
basketball,0.631578947368421,wd5a2d8f,FALSE,1,sports (silence),basketball,22,high,-0.5095851178172629,1,-0.8081174050526037,unconsidered,3,0.40236087425065736
basketball,0.631578947368421,w2777a8f,TRUE,8,sports (season),Basketball,26,high,1.120169886414691,8,0.8030122789829023,considered,10,0.8555277382080452
basketball,0.631578947368421,w363e6ac,FALSE,-1,sports (silence),basketball,40,low,-0.6431920864232733,1,-1.1430952132988164,unconsidered,-3,-0.45546328997037544
basketball,0.631578947368421,w4a284b9,FALSE,1,sports (season),basketball,20,low,0.5694292657101894,1,-1.463112250359513,unconsidered,2,1.05175438718833
basketball,0.631578947368421,w0663715,FALSE,-2,sports (silence),basketball,42,high,-1.0686885928049303,2,-0.7993550068904709,unconsidered,3,0.22699497253739323
basketball,0.631578947368421,w98f1b99,FALSE,-4,sports (silence),basketball,31,low,-1.2321777864790284,4,-0.2961748628889842,unconsidered,-2,-1.364698904804717
basketball,0.631578947368421,w73ed943,FALSE,-8,sports (season),basketball,52,high,-1.017836571968138,8,0.7993062145328841,unconsidered,-7,-1.364698904804717
basketball,0.631578947368421,w26c2bef,FALSE,3,sports (season),basketball,7,low,0.6785805730319497,3,-0.4506083568862656,unconsidered,1,0.31532073921025994
basketball,0.631578947368421,w1c3dd8c,FALSE,4,sports (silence),basketball,23,low,-0.04363859106460235,4,-1.5858776525057217,unconsidered,-7,-0.7208652575471872
basketball,0.631578947368421,wc146e19,TRUE,-3,sports (silence),basketball,46,low,-0.9276348396696663,3,-0.49147239645165297,considered,-10,-0.8660254037844386
basketball,0.631578947368421,webaf5b1,FALSE,3,sports (silence),basketball,50,high,0.30155415500295113,3,-0.370048331977791,unconsidered,2,-0.1
basketball,0.631578947368421,wc37a2ec,FALSE,-2,sports (silence),basketball,32,low,-1.038493326992962,2,-0.8808126454462606,unconsidered,-2,-0.5862476902972146
basketball,0.631578947368421,w2be12ca,FALSE,-5,sports (season),basketball,15,high,-0.8607075498184815,5,-0.35613203726420795,unconsidered,-4,-1.4657097546055162
basketball,0.631578947368421,w2baccaf,FALSE,-1,sports (silence),basketball,14,low,-0.9156482959441403,1,-1.0660035817780522,unconsidered,-2,-1.0125185422744674
basketball,0.631578947368421,w2044ba1,FALSE,-7,sports (season),basketball,49,high,-0.5941083687128861,7,0.3333333333333333,unconsidered,-5,-0.08703882797784893
basketball,0.631578947368421,wd61612e,TRUE,2,sports (season),basketball,28,low,0.5428288176344194,2,-1.0136060675992289,considered,-1,-0.11895773785772161
basketball,0.631578947368421,we2a0c38,TRUE,-9,sports (silence),basketball,34,low,-1.4209957333722483,9,0.8464854930136061,considered,-7,-1.0040129272285083
basketball,0.631578947368421,w1c6ef1a,FALSE,2,sports (season),basketball,27,low,0.6183330616103643,2,-1.256111170737624,unconsidered,1,0.9966158955401239
basketball,0.631578947368421,w94007a6,FALSE,-1,sports (silence),basketball,48,low,-0.46570443756610075,1,-1.43761889608137,unconsidered,-10,-0.8782666526558206
basketball,0.631578947368421,w92bf5b9,FALSE,3,sports (season),basketball,8,low,0.5795664921708256,3,-1.0160646423601116,unconsidered,10,1.2365037669173848
basketball,0.631578947368421,wd49ddf4,FALSE,-8,sports (silence),basketball,37,high,-1.2558183317805918,8,0.8237808422594446,unconsidered,0,NA
basketball,0.631578947368421,w97a1598,FALSE,-10,sports (silence),basketball,6,high,-2.22892797519007,10,2.385203003019333,unconsidered,-4,-1.1531498606976431
basketball,0.631578947368421,wce17a9e,FALSE,3,sports (silence),basketball,16,high,0.2238067613192606,3,-0.863475672131723,unconsidered,0,-0.4046561882978719
basketball,0.631578947368421,w742e695,FALSE,-3,sports (silence),basketball,38,low,-1.2361118655280339,3,-0.4192718194558196,unconsidered,-7,-0.7575822372679021
basketball,0.631578947368421,wea21aec,FALSE,0,sports (season),basketball,29,low,0.21588616758375512,0,-1.4454799991282596,unconsidered,4,0.40236087425065736
basketball,0.631578947368421,w8d45e65,FALSE,-4,sports (season),basketball,54,high,0.3348651330543068,4,-0.9499707478897539,unconsidered,0,0.32921346097961035
basketball,0.631578947368421,w92c8d42,FALSE,8,sports (season),basketball,47,high,1.25506107229589,8,0.8376399040238024,unconsidered,8,0.6971370023173351
basketball,0.631578947368421,w23a7e68,FALSE,2,sports (silence),basketball,51,high,0.03660002571915208,2,-0.38404351481328863,unconsidered,0,-0.5603155257282213
basketball,0.631578947368421,w82f7259,TRUE,7,sports (silence),Basketball,11,low,1.2505813358066669,7,1.1648455271545166,considered,5,0.7284927963857741
basketball,0.631578947368421,w1989f41,TRUE,5,sports (season),Basketball,33,high,1.4876756591614018,5,0.07405952773257125,considered,0,-0.12126781251816648
basketball,0.631578947368421,wa0d5d63,FALSE,6,sports (season),basketball,24,low,0.8340751343606019,6,0.47174637157057575,unconsidered,10,0.9948320067476139
basketball,0.631578947368421,w4127897,FALSE,-4,sports (silence),basketball,19,low,-0.7202947368055388,4,-0.10214041030483359,unconsidered,-7,-0.601123145788423
basketball,0.631578947368421,wdfcc87f,FALSE,-5,sports (silence),basketball,10,high,-1.5556373745349288,5,-0.31952916942854837,unconsidered,1,-0.8528028654224417
basketball,0.631578947368421,w4d34db1,FALSE,-10,sports (season),basketball,53,low,-0.5608836025555992,10,0.4511000195334548,unconsidered,-10,-0.7833494518006403
basketball,0.631578947368421,w3df2237,FALSE,10,sports (season),basketball,35,high,2.268518160006934,10,1.9018163987819963,unconsidered,10,0.9933992677987828
basketball,0.631578947368421,w422cd45,FALSE,-5,sports (season),basketball,13,low,-0.5373617119351065,5,-0.2882661135336984,unconsidered,-6,-0.492292409492158
bicycle,0.6842105263157895,w0b34d6e,FALSE,0,vehicles (veto),bicycle,3,low,-0.2071876735251947,0,-0.9284123152015049,unconsidered,-8,-0.9645788568769381
bicycle,0.6842105263157895,w8318954,FALSE,-5,vehicles (commute),bicycle,1,high,-0.4334863988263987,5,-0.19376899509108397,unconsidered,3,0.14638501094227999
bicycle,0.6842105263157895,w76890f1,FALSE,10,vehicles (veto),bicycle,4,high,1.250126607351112,10,1.457034249740206,unconsidered,0,-1.228932045559371
bicycle,0.6842105263157895,w1e31a72,FALSE,0,vehicles (veto),bicycle,2,low,-1.0546296683420207,0,-1.3156515146159853,unconsidered,0,-0.9545454545454546
bicycle,0.6842105263157895,w5e62b40,FALSE,-4,vehicles (commute),bicycle,5,low,-0.20954912061525796,4,-0.2538628882566007,unconsidered,-1,0.338240712601273
bicycle,0.6842105263157895,w616cc3b,FALSE,-8,vehicles (veto),bicycle,41,low,-1.722407205628411,8,1.0493052251388775,unconsidered,-8,-0.8649974800942457
bicycle,0.6842105263157895,wf04dfee,FALSE,-6,vehicles (veto),bicycle,18,high,-1.8544672614198987,6,0.7169823432401099,unconsidered,-1,-0.296078262731896
bicycle,0.6842105263157895,w251ef24,FALSE,-8,vehicles (commute),bicycle,21,high,-1.9360588101420133,8,1.8794747065811857,unconsidered,1,0.35714285714285715
bicycle,0.6842105263157895,wc5f34d8,FALSE,4,vehicles (commute),bicycle,9,high,0.8321267279207396,4,-0.7022333108783216,unconsidered,6,0.5173211240365595
bicycle,0.6842105263157895,w0c074de,FALSE,-10,vehicles (commute),bicycle,30,low,-0.8626545470062039,10,0.752867829354663,unconsidered,5,1.5
bicycle,0.6842105263157895,w3e97a1f,FALSE,-10,vehicles (commute),bicycle,36,high,-0.5626032828808352,10,0.5058655960006792,unconsidered,1,0.5858500994137075
bicycle,0.6842105263157895,wd5a2d8f,FALSE,1,vehicles (veto),bicycle,22,high,-0.5095851178172629,1,-0.8081174050526037,unconsidered,-5,-1.4370031223237762
bicycle,0.6842105263157895,w2777a8f,FALSE,3,vehicles (commute),bicycle,26,high,0.31313106334935165,3,-0.5626548621444823,unconsidered,10,0.8555277382080452
bicycle,0.6842105263157895,w363e6ac,TRUE,-5,vehicles (veto),Bicycle,40,low,-1.5007815349876379,5,0.28577380332470403,considered,-8,-1.156176043770953
bicycle,0.6842105263157895,w4a284b9,FALSE,-3,vehicles (commute),bicycle,20,low,-0.15208359270520588,3,-0.7624669473704505,unconsidered,-8,-0.9515873026942033
bicycle,0.6842105263157895,w0663715,FALSE,0,vehicles (veto),bicycle,42,high,-0.6582502202059355,0,-1.3877691091848452,unconsidered,-7,-1.2863048443785616
bicycle,0.6842105263157895,w98f1b99,FALSE,0,vehicles (veto),bicycle,31,low,-0.5241861301595867,0,-1.358319198766721,unconsidered,5,-0.13206763594884358
bicycle,0.6842105263157895,w73ed943,FALSE,-7,vehicles (commute),bicycle,52,high,-0.8540836849953459,7,0.48330143204313925,unconsidered,5,0.7483832703767802
bicycle,0.6842105263157895,w26c2bef,FALSE,-10,vehicles (commute),bicycle,7,low,-1.4948441608819762,10,1.3984397282677208,unconsidered,7,1.156176043770953
bicycle,0.6842105263157895,w1c3dd8c,TRUE,-10,vehicles (veto),bicycle,23,low,-1.8764594157779024,10,0.6300061907214507,considered,-10,-0.9999098733719048
bicycle,0.6842105263157895,wc146e19,FALSE,0,vehicles (veto),bicycle,46,low,-0.4293445034957577,0,-1.2150289801165863,unconsidered,-10,-0.8660254037844386
bicycle,0.6842105263157895,webaf5b1,FALSE,4,vehicles (veto),bicycle,50,high,0.4951444767332407,4,-0.06461161351993179,unconsidered,-1,-1.3
bicycle,0.6842105263157895,wc37a2ec,FALSE,-2,vehicles (veto),bicycle,32,low,-1.038493326992962,2,-0.8808126454462606,unconsidered,-5,-1.0552458425349862
bicycle,0.6842105263157895,w2be12ca,FALSE,-2,vehicles (commute),bicycle,15,high,-0.4359067268435535,2,-1.2349740001903986,unconsidered,7,0.18791150700070722
bicycle,0.6842105263157895,w2baccaf,FALSE,0,vehicles (veto),bicycle,14,low,-0.7517954429857152,0,-1.2792042981336627,unconsidered,0,-0.6603381797442178
bicycle,0.6842105263157895,w2044ba1,FALSE,-4,vehicles (commute),bicycle,49,high,-0.06638082331987552,4,-0.6666666666666666,unconsidered,-1,1.3055824196677337
bicycle,0.6842105263157895,w31c2904,FALSE,-7,vehicles (commute),bicycle,44,high,-1.010125066889343,7,0.8613819753956583,unconsidered,7,0.8333333333333334
bicycle,0.6842105263157895,wd61612e,FALSE,5,vehicles (commute),bicycle,28,low,1.0651735289430115,5,0,unconsidered,4,1.0706196407194946
bicycle,0.6842105263157895,we2a0c38,FALSE,-10,vehicles (veto),bicycle,34,low,-1.5659372981762174,10,1.100431140917688,unconsidered,-4,-0.6153627618497309
