wid,outcome,evaluation,cat_id,prompt_id
w78e59ca,taxi,7,TRANSPORT,Vehicles (commute)
w78e59ca,horse,-6,TRANSPORT,Vehicles (commute)
w78e59ca,uber,7,TRANSPORT,Vehicles (commute)
w78e59ca,unicycle,-8,TRANSPORT,Vehicles (commute)
w78e59ca,helicopter,-8,TRANSPORT,Vehicles (commute)
w78e59ca,motorcycle,-6,TRANSPORT,Vehicles (commute)
w78e59ca,skateboard,-5,TRANSPORT,Vehicles (commute)
w78e59ca,ferry,-9,TRANSPORT,Vehicles (commute)
w78e59ca,car,10,TRANSPORT,Vehicles (commute)
w78e59ca,bicycle,4,TRANSPORT,Vehicles (commute)
w78e59ca,boat,-9,TRANSPORT,Vehicles (commute)
w78e59ca,scooter,-6,TRANSPORT,Vehicles (commute)
w78e59ca,train,-4,TRANSPORT,Vehicles (commute)
w78e59ca,walking,-4,TRANSPORT,Vehicles (commute)
w78e59ca,moped,3,TRANSPORT,Vehicles (commute)
w78e59ca,bus,4,TRANSPORT,Vehicles (commute)
w78e59ca,swimming,3,SPORTS,Sports (season)
w78e59ca,figure skating,6,SPORTS,Sports (season)
w78e59ca,soccer,4,SPORTS,Sports (season)
w78e59ca,diving,1,SPORTS,Sports (season)
w78e59ca,skiing,-3,SPORTS,Sports (season)
w78e59ca,baseball,3,SPORTS,Sports (season)
w78e59ca,snowboarding,-3,SPORTS,Sports (season)
w78e59ca,softball,1,SPORTS,Sports (season)
w78e59ca,boxing,3,SPORTS,Sports (season)
w78e59ca,golf,-5,SPORTS,Sports (season)
w78e59ca,tennis,-3,SPORTS,Sports (season)
w78e59ca,volleyball,6,SPORTS,Sports (season)
w78e59ca,rugby,7,SPORTS,Sports (season)
w78e59ca,hockey,3,SPORTS,Sports (season)
w78e59ca,fencing,-4,SPORTS,Sports (season)
w78e59ca,wrestling,-3,SPORTS,Sports (season)
w78e59ca,lacrosse,2,SPORTS,Sports (season)
w78e59ca,gymnastics,4,SPORTS,Sports (season)
w78e59ca,bowling,2,SPORTS,Sports (season)
w78e59ca,basketball,5,SPORTS,Sports (season)
w78e59ca,cricket,-2,SPORTS,Sports (season)
w78e59ca,mixed martial arts,-3,SPORTS,Sports (season)
w78e59ca,football,3,SPORTS,Sports (season)
w78e59ca,track,-7,SPORTS,Sports (season)
w78e59ca,archery,2,SPORTS,Sports (season)
w78e59ca,psychology,5,SUBJECTS,Subjects (school)
w78e59ca,engineering,-3,SUBJECTS,Subjects (school)
w78e59ca,calculus,-8,SUBJECTS,Subjects (school)
w78e59ca,science,7,SUBJECTS,Subjects (school)
w78e59ca,algebra,3,SUBJECTS,Subjects (school)
w78e59ca,geography,-3,SUBJECTS,Subjects (school)
w78e59ca,religion,-6,SUBJECTS,Subjects (school)
w78e59ca,philosophy,4,SUBJECTS,Subjects (school)
w78e59ca,english,-3,SUBJECTS,Subjects (school)
w78e59ca,art,6,SUBJECTS,Subjects (school)
w78e59ca,math,3,SUBJECTS,Subjects (school)
w78e59ca,biology,5,SUBJECTS,Subjects (school)
w78e59ca,political science,2,SUBJECTS,Subjects (school)
w78e59ca,history,-6,SUBJECTS,Subjects (school)
w78e59ca,economics,-2,SUBJECTS,Subjects (school)
w78e59ca,spanish,3,SUBJECTS,Subjects (school)
w78e59ca,latin,-3,SUBJECTS,Subjects (school)
w78e59ca,computer science,3,SUBJECTS,Subjects (school)
w78e59ca,french,-6,SUBJECTS,Subjects (school)
w78e59ca,geology,-7,SUBJECTS,Subjects (school)
w78e59ca,chemistry,8,SUBJECTS,Subjects (school)
w78e59ca,physics,-2,SUBJECTS,Subjects (school)
w78e59ca,music,8,SUBJECTS,Subjects (school)
w78e59ca,german,3,SUBJECTS,Subjects (school)
w78e59ca,literature,-3,SUBJECTS,Subjects (school)
w78e59ca,sociology,5,SUBJECTS,Subjects (school)
w78e59ca,statistics,-3,SUBJECTS,Subjects (school)
w78e59ca,geometry,3,SUBJECTS,Subjects (school)
wd1d26d5,UNK,10,EUROCITIES,PRACTICE
wd1d26d5,UNK,10,EUROCITIES,PRACTICE
wd1d26d5,UNK,10,EUROCITIES,PRACTICE
wd1d26d5,UNK,10,EUROCITIES,PRACTICE
wd1d26d5,UNK,10,EUROCITIES,PRACTICE
wd1d26d5,UNK,10,EUROCITIES,PRACTICE
wd1d26d5,UNK,10,EUROCITIES,PRACTICE
wd1d26d5,UNK,10,EUROCITIES,PRACTICE
wd1d26d5,ship,-5,TRANSPORT,Vehicles (commute)
wd1d26d5,ferry,-5,TRANSPORT,Vehicles (commute)
wd1d26d5,walking,-10,TRANSPORT,Vehicles (commute)
wd1d26d5,uber,10,TRANSPORT,Vehicles (commute)
wd1d26d5,train,-3,TRANSPORT,Vehicles (commute)
wd1d26d5,skateboard,-10,TRANSPORT,Vehicles (commute)
wd1d26d5,bicycle,-9,TRANSPORT,Vehicles (commute)
wd1d26d5,truck,6,TRANSPORT,Vehicles (commute)
wd1d26d5,motorcycle,4,TRANSPORT,Vehicles (commute)
wd1d26d5,bus,-3,TRANSPORT,Vehicles (commute)
wd1d26d5,car,7,TRANSPORT,Vehicles (commute)
wd1d26d5,boat,-7,TRANSPORT,Vehicles (commute)
wd1d26d5,tram,-1,TRANSPORT,Vehicles (commute)
wd1d26d5,unicycle,-10,TRANSPORT,Vehicles (commute)
wd1d26d5,horse,-6,TRANSPORT,Vehicles (commute)
wd1d26d5,subway,1,TRANSPORT,Vehicles (commute)
wd1d26d5,moped,2,TRANSPORT,Vehicles (commute)
wd1d26d5,airplane,-2,TRANSPORT,Vehicles (commute)
wd1d26d5,scooter,1,TRANSPORT,Vehicles (commute)
wd1d26d5,trolley,1,TRANSPORT,Vehicles (commute)
wd1d26d5,helicopter,9,TRANSPORT,Vehicles (commute)
wd1d26d5,taxi,10,TRANSPORT,Vehicles (commute)
wd1d26d5,computer science,9,SUBJECTS,Subjects (school)
wd1d26d5,biology,-6,SUBJECTS,Subjects (school)
wd1d26d5,sociology,2,SUBJECTS,Subjects (school)
wd1d26d5,philosophy,2,SUBJECTS,Subjects (school)
wd1d26d5,geology,8,SUBJECTS,Subjects (school)
wd1d26d5,geography,7,SUBJECTS,Subjects (school)
wd1d26d5,engineering,10,SUBJECTS,Subjects (school)
wd1d26d5,french,-5,SUBJECTS,Subjects (school)
wd1d26d5,psychology,-1,SUBJECTS,Subjects (school)
wd1d26d5,music,-3,SUBJECTS,Subjects (school)
wd1d26d5,science,10,SUBJECTS,Subjects (school)
wd1d26d5,spanish,-5,SUBJECTS,Subjects (school)
wd1d26d5,religion,10,SUBJECTS,Subjects (school)
wd1d26d5,art,-3,SUBJECTS,Subjects (school)
wd1d26d5,history,6,SUBJECTS,Subjects (school)
wd1d26d5,economics,9,SUBJECTS,Subjects (school)
wd1d26d5,german,1,SUBJECTS,Subjects (school)
wd1d26d5,calculus,10,SUBJECTS,Subjects (school)
wd1d26d5,english,-2,SUBJECTS,Subjects (school)
wd1d26d5,math,10,SUBJECTS,Subjects (school)
wd1d26d5,algebra,10,SUBJECTS,Subjects (school)
wd1d26d5,latin,3,SUBJECTS,Subjects (school)
wd1d26d5,geometry,8,SUBJECTS,Subjects (school)
wd1d26d5,chemistry,9,SUBJECTS,Subjects (school)
wd1d26d5,literature,7,SUBJECTS,Subjects (school)
wd1d26d5,physics,10,SUBJECTS,Subjects (school)
wd1d26d5,statistics,10,SUBJECTS,Subjects (school)
wd1d26d5,political science,5,SUBJECTS,Subjects (school)
wd1d26d5,basketball,-3,SPORTS,Sports (season)
wd1d26d5,track,-9,SPORTS,Sports (season)
wd1d26d5,swimming,-10,SPORTS,Sports (season)
wd1d26d5,hockey,-10,SPORTS,Sports (season)
wd1d26d5,soccer,-8,SPORTS,Sports (season)
wd1d26d5,softball,-9,SPORTS,Sports (season)
wd1d26d5,wrestling,-10,SPORTS,Sports (season)
wd1d26d5,archery,-2,SPORTS,Sports (season)
wd1d26d5,rugby,-4,SPORTS,Sports (season)
wd1d26d5,bowling,-3,SPORTS,Sports (season)
wd1d26d5,fencing,-5,SPORTS,Sports (season)
wd1d26d5,snowboarding,-10,SPORTS,Sports (season)
wd1d26d5,golf,3,SPORTS,Sports (season)
wd1d26d5,baseball,-10,SPORTS,Sports (season)
wd1d26d5,figure skating,-10,SPORTS,Sports (season)
wd1d26d5,boxing,-10,SPORTS,Sports (season)
wd1d26d5,mixed martial arts,-10,SPORTS,Sports (season)
wd1d26d5,football,-3,SPORTS,Sports (season)
wd1d26d5,gymnastics,-3,SPORTS,Sports (season)
wd1d26d5,cricket,-3,SPORTS,Sports (season)
wd1d26d5,lacrosse,-3,SPORTS,Sports (season)
wd1d26d5,diving,-8,SPORTS,Sports (season)
wd1d26d5,volleyball,-9,SPORTS,Sports (season)
wd1d26d5,skiing,-10,SPORTS,Sports (season)
wd1d26d5,tennis,-8,SPORTS,Sports (season)
wd1d26d5,penguin,5,ANIMALS,Animals (intimate)
wd1d26d5,panda,4,ANIMALS,Animals (intimate)
wd1d26d5,rhinoceros,-6,ANIMALS,Animals (intimate)
wd1d26d5,llama,3,ANIMALS,Animals (intimate)
wd1d26d5,tiger,-10,ANIMALS,Animals (intimate)
wd1d26d5,snake,-10,ANIMALS,Animals (intimate)
wd1d26d5,wolf,-10,ANIMALS,Animals (intimate)
wd1d26d5,bird,-2,ANIMALS,Animals (intimate)
wd1d26d5,lizard,-1,ANIMALS,Animals (intimate)
wd1d26d5,kangaroo,-6,ANIMALS,Animals (intimate)
wd1d26d5,leopard,-10,ANIMALS,Animals (intimate)
wd1d26d5,lion,-10,ANIMALS,Animals (intimate)
wd1d26d5,monkey,-3,ANIMALS,Animals (intimate)
wd1d26d5,cheetah,-10,ANIMALS,Animals (intimate)
wd1d26d5,sea lion,-2,ANIMALS,Animals (intimate)
wd1d26d5,turtle,4,ANIMALS,Animals (intimate)
wd1d26d5,frog,-5,ANIMALS,Animals (intimate)
wd1d26d5,shark,-10,ANIMALS,Animals (intimate)
wd1d26d5,otter,2,ANIMALS,Animals (intimate)
wd1d26d5,fish,-1,ANIMALS,Animals (intimate)
wd1d26d5,horse,4,ANIMALS,Animals (intimate)
wd1d26d5,hippo,-10,ANIMALS,Animals (intimate)
wd1d26d5,seal,2,ANIMALS,Animals (intimate)
wd1d26d5,alligator,-10,ANIMALS,Animals (intimate)
wd1d26d5,gorilla,-5,ANIMALS,Animals (intimate)
wd1d26d5,crocodile,-10,ANIMALS,Animals (intimate)
wd1d26d5,ostrich,-2,ANIMALS,Animals (intimate)
wd1d26d5,koala,5,ANIMALS,Animals (intimate)
wd1d26d5,zebra,-6,ANIMALS,Animals (intimate)
wd1d26d5,giraffe,3,ANIMALS,Animals (intimate)
wd1d26d5,flamingo,3,ANIMALS,Animals (intimate)
wd1d26d5,lemur,4,ANIMALS,Animals (intimate)
wd1d26d5,polar bear,-7,ANIMALS,Animals (intimate)
wd1d26d5,meerkat,4,ANIMALS,Animals (intimate)
wd1d26d5,dolphin,6,ANIMALS,Animals (intimate)
wd1d26d5,bear,-10,ANIMALS,Animals (intimate)
wd1d26d5,elephant,3,ANIMALS,Animals (intimate)
wcc26397,UNK,1,EUROCITIES,PRACTICE
wcc26397,UNK,2,EUROCITIES,PRACTICE
wcc26397,UNK,3,EUROCITIES,PRACTICE
wcc26397,UNK,7,EUROCITIES,PRACTICE
wcc26397,UNK,1,EUROCITIES,PRACTICE
wcc26397,UNK,1,EUROCITIES,PRACTICE
wcc26397,UNK,9,EUROCITIES,PRACTICE
wcc26397,UNK,6,EUROCITIES,PRACTICE
wcc26397,snake,0,ANIMALS,Animals (bubble)
wcc26397,lizard,0,ANIMALS,Animals (bubble)
wcc26397,llama,1,ANIMALS,Animals (bubble)
wcc26397,gorilla,7,ANIMALS,Animals (bubble)
wcc26397,hippo,5,ANIMALS,Animals (bubble)
wcc26397,monkey,7,ANIMALS,Animals (bubble)
wcc26397,zebra,6,ANIMALS,Animals (bubble)
wcc26397,tiger,8,ANIMALS,Animals (bubble)
wcc26397,sea lion,2,ANIMALS,Animals (bubble)
wcc26397,koala,2,ANIMALS,Animals (bubble)
wcc26397,penguin,2,ANIMALS,Animals (bubble)
wcc26397,flamingo,0,ANIMALS,Animals (bubble)
wcc26397,seal,0,ANIMALS,Animals (bubble)
wcc26397,turtle,0,ANIMALS,Animals (bubble)
wcc26397,alligator,1,ANIMALS,Animals (bubble)
wcc26397,frog,0,ANIMALS,Animals (bubble)
wcc26397,ostrich,0,ANIMALS,Animals (bubble)
wcc26397,cheetah,8,ANIMALS,Animals (bubble)
wcc26397,kangaroo,5,ANIMALS,Animals (bubble)
wcc26397,shark,5,ANIMALS,Animals (bubble)
wcc26397,leopard,8,ANIMALS,Animals (bubble)
wcc26397,otter,3,ANIMALS,Animals (bubble)
wcc26397,meerkat,5,ANIMALS,Animals (bubble)
wcc26397,lemur,5,ANIMALS,Animals (bubble)
wcc26397,crocodile,6,ANIMALS,Animals (bubble)
wcc26397,horse,2,ANIMALS,Animals (bubble)
wcc26397,panda,0,ANIMALS,Animals (bubble)
wcc26397,dolphin,4,ANIMALS,Animals (bubble)
wcc26397,bird,2,ANIMALS,Animals (bubble)
wcc26397,giraffe,2,ANIMALS,Animals (bubble)
wcc26397,fish,0,ANIMALS,Animals (bubble)
wcc26397,polar bear,1,ANIMALS,Animals (bubble)
wcc26397,rhinoceros,0,ANIMALS,Animals (bubble)
wcc26397,elephant,5,ANIMALS,Animals (bubble)
wcc26397,bear,7,ANIMALS,Animals (bubble)
wcc26397,lion,9,ANIMALS,Animals (bubble)
wcc26397,wolf,9,ANIMALS,Animals (bubble)
wcc26397,rugby,0,SPORTS,Sports (silence)
wcc26397,baseball,0,SPORTS,Sports (silence)
wcc26397,gymnastics,0,SPORTS,Sports (silence)
wcc26397,cricket,0,SPORTS,Sports (silence)
wcc26397,basketball,2,SPORTS,Sports (silence)
wcc26397,fencing,0,SPORTS,Sports (silence)
wcc26397,football,2,SPORTS,Sports (silence)
wcc26397,soccer,0,SPORTS,Sports (silence)
wcc26397,volleyball,0,SPORTS,Sports (silence)
wcc26397,hockey,2,SPORTS,Sports (silence)
wcc26397,lacrosse,0,SPORTS,Sports (silence)
wcc26397,golf,0,SPORTS,Sports (silence)
wcc26397,track,0,SPORTS,Sports (silence)
wcc26397,boxing,0,SPORTS,Sports (silence)
wcc26397,diving,0,SPORTS,Sports (silence)
wcc26397,snowboarding,0,SPORTS,Sports (silence)
wcc26397,wrestling,0,SPORTS,Sports (silence)
wcc26397,skiing,0,SPORTS,Sports (silence)
wcc26397,tennis,0,SPORTS,Sports (silence)
wcc26397,archery,0,SPORTS,Sports (silence)
wcc26397,softball,0,SPORTS,Sports (silence)
wcc26397,figure skating,0,SPORTS,Sports (silence)
wcc26397,mixed martial arts,0,SPORTS,Sports (silence)
wcc26397,swimming,0,SPORTS,Sports (silence)
wcc26397,bowling,0,SPORTS,Sports (silence)
wcc26397,literature,0,SUBJECTS,Subjects (magic)
wcc26397,math,1,SUBJECTS,Subjects (magic)
wcc26397,music,0,SUBJECTS,Subjects (magic)
wcc26397,religion,0,SUBJECTS,Subjects (magic)
wcc26397,geography,0,SUBJECTS,Subjects (magic)
wcc26397,economics,0,SUBJECTS,Subjects (magic)
wcc26397,sociology,1,SUBJECTS,Subjects (magic)
wcc26397,psychology,1,SUBJECTS,Subjects (magic)
wcc26397,statistics,1,SUBJECTS,Subjects (magic)
wcc26397,political science,2,SUBJECTS,Subjects (magic)
wcc26397,biology,7,SUBJECTS,Subjects (magic)
wcc26397,science,7,SUBJECTS,Subjects (magic)
wcc26397,art,0,SUBJECTS,Subjects (magic)
wcc26397,english,3,SUBJECTS,Subjects (magic)
wcc26397,calculus,0,SUBJECTS,Subjects (magic)
wcc26397,history,9,SUBJECTS,Subjects (magic)
wcc26397,physics,8,SUBJECTS,Subjects (magic)
wcc26397,algebra,4,SUBJECTS,Subjects (magic)
wcc26397,philosophy,0,SUBJECTS,Subjects (magic)
wcc26397,latin,0,SUBJECTS,Subjects (magic)
wcc26397,geology,9,SUBJECTS,Subjects (magic)
wcc26397,engineering,8,SUBJECTS,Subjects (magic)
wcc26397,chemistry,6,SUBJECTS,Subjects (magic)
wcc26397,french,0,SUBJECTS,Subjects (magic)
wcc26397,geometry,0,SUBJECTS,Subjects (magic)
wcc26397,german,0,SUBJECTS,Subjects (magic)
wcc26397,spanish,0,SUBJECTS,Subjects (magic)
wcc26397,computer science,3,SUBJECTS,Subjects (magic)
wcc26397,ferry,10,TRANSPORT,Vehicles (veto)
wcc26397,moped,10,TRANSPORT,Vehicles (veto)
wcc26397,helicopter,10,TRANSPORT,Vehicles (veto)
wcc26397,tram,10,TRANSPORT,Vehicles (veto)
wcc26397,airplane,10,TRANSPORT,Vehicles (veto)
wcc26397,bicycle,10,TRANSPORT,Vehicles (veto)
wcc26397,truck,-1,TRANSPORT,Vehicles (veto)
wcc26397,trolley,10,TRANSPORT,Vehicles (veto)
wcc26397,unicycle,10,TRANSPORT,Vehicles (veto)
wcc26397,ship,10,TRANSPORT,Vehicles (veto)
wcc26397,train,10,TRANSPORT,Vehicles (veto)
wcc26397,subway,10,TRANSPORT,Vehicles (veto)
wcc26397,bus,10,TRANSPORT,Vehicles (veto)
wcc26397,walking,-10,TRANSPORT,Vehicles (veto)
wcc26397,taxi,10,TRANSPORT,Vehicles (veto)
wcc26397,skateboard,10,TRANSPORT,Vehicles (veto)
wcc26397,horse,10,TRANSPORT,Vehicles (veto)
wcc26397,scooter,10,TRANSPORT,Vehicles (veto)
wcc26397,uber,10,TRANSPORT,Vehicles (veto)
wcc26397,boat,10,TRANSPORT,Vehicles (veto)
wcc26397,car,-10,TRANSPORT,Vehicles (veto)
wcc26397,motorcycle,10,TRANSPORT,Vehicles (veto)
wb49e4e2,UNK,8,EUROCITIES,PRACTICE
wb49e4e2,UNK,6,EUROCITIES,PRACTICE
wb49e4e2,UNK,8,EUROCITIES,PRACTICE
wb49e4e2,UNK,10,EUROCITIES,PRACTICE
wb49e4e2,UNK,10,EUROCITIES,PRACTICE
wb49e4e2,UNK,10,EUROCITIES,PRACTICE
wb49e4e2,UNK,9,EUROCITIES,PRACTICE
wb49e4e2,UNK,9,EUROCITIES,PRACTICE
wb49e4e2,german,2,SUBJECTS,Subjects (school)
wb49e4e2,geometry,-9,SUBJECTS,Subjects (school)
wb49e4e2,english,7,SUBJECTS,Subjects (school)
wb49e4e2,french,-9,SUBJECTS,Subjects (school)
wb49e4e2,geography,2,SUBJECTS,Subjects (school)
wb49e4e2,psychology,6,SUBJECTS,Subjects (school)
wb49e4e2,religion,2,SUBJECTS,Subjects (school)
wb49e4e2,biology,3,SUBJECTS,Subjects (school)
wb49e4e2,political science,-3,SUBJECTS,Subjects (school)
wb49e4e2,spanish,-9,SUBJECTS,Subjects (school)
wb49e4e2,literature,10,SUBJECTS,Subjects (school)
wb49e4e2,economics,-4,SUBJECTS,Subjects (school)
wb49e4e2,music,5,SUBJECTS,Subjects (school)
wb49e4e2,algebra,-10,SUBJECTS,Subjects (school)
wb49e4e2,computer science,6,SUBJECTS,Subjects (school)
wb49e4e2,latin,-9,SUBJECTS,Subjects (school)
wb49e4e2,art,1,SUBJECTS,Subjects (school)
wb49e4e2,physics,-8,SUBJECTS,Subjects (school)
wb49e4e2,sociology,1,SUBJECTS,Subjects (school)
wb49e4e2,engineering,-4,SUBJECTS,Subjects (school)
wb49e4e2,statistics,-7,SUBJECTS,Subjects (school)
wb49e4e2,math,-10,SUBJECTS,Subjects (school)
wb49e4e2,calculus,-10,SUBJECTS,Subjects (school)
wb49e4e2,geology,1,SUBJECTS,Subjects (school)
wb49e4e2,science,1,SUBJECTS,Subjects (school)
wb49e4e2,chemistry,-4,SUBJECTS,Subjects (school)
wb49e4e2,history,4,SUBJECTS,Subjects (school)
wb49e4e2,philosophy,8,SUBJECTS,Subjects (school)
wb49e4e2,ostrich,7,ANIMALS,Animals (intimate)
wb49e4e2,llama,7,ANIMALS,Animals (intimate)
wb49e4e2,shark,9,ANIMALS,Animals (intimate)
wb49e4e2,gorilla,1,ANIMALS,Animals (intimate)
wb49e4e2,fish,1,ANIMALS,Animals (intimate)
wb49e4e2,frog,1,ANIMALS,Animals (intimate)
wb49e4e2,sea lion,8,ANIMALS,Animals (intimate)
wb49e4e2,lizard,1,ANIMALS,Animals (intimate)
wb49e4e2,leopard,10,ANIMALS,Animals (intimate)
wb49e4e2,elephant,10,ANIMALS,Animals (intimate)
wb49e4e2,seal,8,ANIMALS,Animals (intimate)
wb49e4e2,cheetah,10,ANIMALS,Animals (intimate)
wb49e4e2,horse,10,ANIMALS,Animals (intimate)
wb49e4e2,bird,1,ANIMALS,Animals (intimate)
wb49e4e2,koala,8,ANIMALS,Animals (intimate)
wb49e4e2,wolf,10,ANIMALS,Animals (intimate)
wb49e4e2,penguin,10,ANIMALS,Animals (intimate)
wb49e4e2,meerkat,8,ANIMALS,Animals (intimate)
wb49e4e2,flamingo,2,ANIMALS,Animals (intimate)
wb49e4e2,lion,10,ANIMALS,Animals (intimate)
wb49e4e2,hippo,10,ANIMALS,Animals (intimate)
wb49e4e2,zebra,6,ANIMALS,Animals (intimate)
wb49e4e2,rhinoceros,7,ANIMALS,Animals (intimate)
wb49e4e2,alligator,7,ANIMALS,Animals (intimate)
wb49e4e2,panda,9,ANIMALS,Animals (intimate)
wb49e4e2,polar bear,10,ANIMALS,Animals (intimate)
wb49e4e2,crocodile,7,ANIMALS,Animals (intimate)
wb49e4e2,kangaroo,7,ANIMALS,Animals (intimate)
wb49e4e2,tiger,10,ANIMALS,Animals (intimate)
wb49e4e2,monkey,0,ANIMALS,Animals (intimate)
wb49e4e2,otter,7,ANIMALS,Animals (intimate)
wb49e4e2,giraffe,6,ANIMALS,Animals (intimate)
wb49e4e2,lemur,6,ANIMALS,Animals (intimate)
wb49e4e2,snake,8,ANIMALS,Animals (intimate)
wb49e4e2,dolphin,8,ANIMALS,Animals (intimate)
wb49e4e2,turtle,7,ANIMALS,Animals (intimate)
wb49e4e2,bear,10,ANIMALS,Animals (intimate)
wb49e4e2,skateboard,-10,TRANSPORT,Vehicles (commute)
wb49e4e2,ship,-10,TRANSPORT,Vehicles (commute)
wb49e4e2,uber,-1,TRANSPORT,Vehicles (commute)
wb49e4e2,bicycle,-10,TRANSPORT,Vehicles (commute)
wb49e4e2,truck,6,TRANSPORT,Vehicles (commute)
wb49e4e2,helicopter,2,TRANSPORT,Vehicles (commute)
wb49e4e2,moped,-2,TRANSPORT,Vehicles (commute)
wb49e4e2,scooter,-2,TRANSPORT,Vehicles (commute)
wb49e4e2,car,10,TRANSPORT,Vehicles (commute)
wb49e4e2,taxi,-2,TRANSPORT,Vehicles (commute)
wb49e4e2,trolley,-2,TRANSPORT,Vehicles (commute)
wb49e4e2,unicycle,-10,TRANSPORT,Vehicles (commute)
wb49e4e2,bus,-7,TRANSPORT,Vehicles (commute)
wb49e4e2,tram,-2,TRANSPORT,Vehicles (commute)
wb49e4e2,subway,-2,TRANSPORT,Vehicles (commute)
wb49e4e2,motorcycle,5,TRANSPORT,Vehicles (commute)
wb49e4e2,boat,-10,TRANSPORT,Vehicles (commute)
wb49e4e2,walking,-10,TRANSPORT,Vehicles (commute)
wb49e4e2,train,-2,TRANSPORT,Vehicles (commute)
wb49e4e2,airplane,-2,TRANSPORT,Vehicles (commute)
wb49e4e2,horse,-2,TRANSPORT,Vehicles (commute)
wb49e4e2,ferry,-3,TRANSPORT,Vehicles (commute)
wb49e4e2,soccer,-2,SPORTS,Sports (season)
wb49e4e2,gymnastics,-2,SPORTS,Sports (season)
wb49e4e2,softball,-2,SPORTS,Sports (season)
wb49e4e2,skiing,-2,SPORTS,Sports (season)
wb49e4e2,football,-2,SPORTS,Sports (season)
wb49e4e2,snowboarding,-2,SPORTS,Sports (season)
wb49e4e2,lacrosse,-2,SPORTS,Sports (season)
wb49e4e2,basketball,-2,SPORTS,Sports (season)
wb49e4e2,volleyball,-2,SPORTS,Sports (season)
wb49e4e2,mixed martial arts,-2,SPORTS,Sports (season)
wb49e4e2,cricket,-2,SPORTS,Sports (season)
wb49e4e2,figure skating,-2,SPORTS,Sports (season)
wb49e4e2,archery,-2,SPORTS,Sports (season)
wb49e4e2,wrestling,-2,SPORTS,Sports (season)
wb49e4e2,fencing,-2,SPORTS,Sports (season)
wb49e4e2,hockey,-2,SPORTS,Sports (season)
wb49e4e2,diving,-2,SPORTS,Sports (season)
wb49e4e2,track,-2,SPORTS,Sports (season)
wb49e4e2,baseball,-2,SPORTS,Sports (season)
wb49e4e2,swimming,-2,SPORTS,Sports (season)
wb49e4e2,rugby,-2,SPORTS,Sports (season)
wb49e4e2,bowling,-2,SPORTS,Sports (season)
wb49e4e2,golf,-2,SPORTS,Sports (season)
wb49e4e2,boxing,-2,SPORTS,Sports (season)
wb49e4e2,tennis,-2,SPORTS,Sports (season)
w90b82c9,UNK,6,EUROCITIES,PRACTICE
w90b82c9,UNK,-1,EUROCITIES,PRACTICE
w90b82c9,UNK,0,EUROCITIES,PRACTICE
w90b82c9,UNK,5,EUROCITIES,PRACTICE
w90b82c9,UNK,7,EUROCITIES,PRACTICE
w90b82c9,UNK,10,EUROCITIES,PRACTICE
w90b82c9,UNK,-3,EUROCITIES,PRACTICE
w90b82c9,UNK,-4,EUROCITIES,PRACTICE
w90b82c9,figure skating,-3,SPORTS,Sports (silence)
w90b82c9,track,1,SPORTS,Sports (silence)
w90b82c9,cricket,0,SPORTS,Sports (silence)
w90b82c9,baseball,3,SPORTS,Sports (silence)
w90b82c9,swimming,-1,SPORTS,Sports (silence)
w90b82c9,gymnastics,-4,SPORTS,Sports (silence)
w90b82c9,skiing,-1,SPORTS,Sports (silence)
w90b82c9,soccer,2,SPORTS,Sports (silence)
w90b82c9,bowling,7,SPORTS,Sports (silence)
w90b82c9,rugby,-7,SPORTS,Sports (silence)
w90b82c9,mixed martial arts,-8,SPORTS,Sports (silence)
w90b82c9,hockey,-4,SPORTS,Sports (silence)
w90b82c9,wrestling,0,SPORTS,Sports (silence)
w90b82c9,volleyball,-1,SPORTS,Sports (silence)
w90b82c9,archery,-4,SPORTS,Sports (silence)
w90b82c9,snowboarding,-2,SPORTS,Sports (silence)
w90b82c9,boxing,5,SPORTS,Sports (silence)
w90b82c9,golf,7,SPORTS,Sports (silence)
w90b82c9,football,-2,SPORTS,Sports (silence)
w90b82c9,tennis,4,SPORTS,Sports (silence)
w90b82c9,diving,-6,SPORTS,Sports (silence)
w90b82c9,basketball,-2,SPORTS,Sports (silence)
w90b82c9,softball,4,SPORTS,Sports (silence)
w90b82c9,lacrosse,0,SPORTS,Sports (silence)
w90b82c9,fencing,-2,SPORTS,Sports (silence)
w90b82c9,airplane,10,TRANSPORT,Vehicles (veto)
w90b82c9,scooter,10,TRANSPORT,Vehicles (veto)
w90b82c9,walking,-10,TRANSPORT,Vehicles (veto)
w90b82c9,train,0,TRANSPORT,Vehicles (veto)
w90b82c9,unicycle,10,TRANSPORT,Vehicles (veto)
w90b82c9,car,-10,TRANSPORT,Vehicles (veto)
w90b82c9,boat,7,TRANSPORT,Vehicles (veto)
w90b82c9,truck,-7,TRANSPORT,Vehicles (veto)
w90b82c9,skateboard,7,TRANSPORT,Vehicles (veto)
w90b82c9,helicopter,10,TRANSPORT,Vehicles (veto)
w90b82c9,moped,3,TRANSPORT,Vehicles (veto)
w90b82c9,ship,10,TRANSPORT,Vehicles (veto)
w90b82c9,ferry,8,TRANSPORT,Vehicles (veto)
w90b82c9,subway,-6,TRANSPORT,Vehicles (veto)
w90b82c9,tram,-4,TRANSPORT,Vehicles (veto)
w90b82c9,uber,-10,TRANSPORT,Vehicles (veto)
w90b82c9,taxi,-6,TRANSPORT,Vehicles (veto)
